pair_id,original_midi_path,plagiarised_midi_path
208,plagdet/data/synthetic_dataset/pairs/original\original_208.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_208.mid
209,plagdet/data/synthetic_dataset/pairs/original\original_209.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_209.mid
210,plagdet/data/synthetic_dataset/pairs/original\original_210.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_210.mid
211,plagdet/data/synthetic_dataset/pairs/original\original_211.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_211.mid
212,plagdet/data/synthetic_dataset/pairs/original\original_212.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_212.mid
213,plagdet/data/synthetic_dataset/pairs/original\original_213.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_213.mid
214,plagdet/data/synthetic_dataset/pairs/original\original_214.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_214.mid
215,plagdet/data/synthetic_dataset/pairs/original\original_215.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_215.mid
216,plagdet/data/synthetic_dataset/pairs/original\original_216.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_216.mid
217,plagdet/data/synthetic_dataset/pairs/original\original_217.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_217.mid
218,plagdet/data/synthetic_dataset/pairs/original\original_218.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_218.mid
219,plagdet/data/synthetic_dataset/pairs/original\original_219.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_219.mid
220,plagdet/data/synthetic_dataset/pairs/original\original_220.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_220.mid
221,plagdet/data/synthetic_dataset/pairs/original\original_221.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_221.mid
222,plagdet/data/synthetic_dataset/pairs/original\original_222.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_222.mid
223,plagdet/data/synthetic_dataset/pairs/original\original_223.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_223.mid
224,plagdet/data/synthetic_dataset/pairs/original\original_224.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_224.mid
225,plagdet/data/synthetic_dataset/pairs/original\original_225.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_225.mid
226,plagdet/data/synthetic_dataset/pairs/original\original_226.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_226.mid
227,plagdet/data/synthetic_dataset/pairs/original\original_227.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_227.mid
228,plagdet/data/synthetic_dataset/pairs/original\original_228.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_228.mid
229,plagdet/data/synthetic_dataset/pairs/original\original_229.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_229.mid
230,plagdet/data/synthetic_dataset/pairs/original\original_230.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_230.mid
231,plagdet/data/synthetic_dataset/pairs/original\original_231.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_231.mid
232,plagdet/data/synthetic_dataset/pairs/original\original_232.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_232.mid
233,plagdet/data/synthetic_dataset/pairs/original\original_233.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_233.mid
234,plagdet/data/synthetic_dataset/pairs/original\original_234.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_234.mid
235,plagdet/data/synthetic_dataset/pairs/original\original_235.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_235.mid
236,plagdet/data/synthetic_dataset/pairs/original\original_236.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_236.mid
237,plagdet/data/synthetic_dataset/pairs/original\original_237.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_237.mid
238,plagdet/data/synthetic_dataset/pairs/original\original_238.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_238.mid
239,plagdet/data/synthetic_dataset/pairs/original\original_239.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_239.mid
240,plagdet/data/synthetic_dataset/pairs/original\original_240.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_240.mid
241,plagdet/data/synthetic_dataset/pairs/original\original_241.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_241.mid
242,plagdet/data/synthetic_dataset/pairs/original\original_242.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_242.mid
243,plagdet/data/synthetic_dataset/pairs/original\original_243.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_243.mid
244,plagdet/data/synthetic_dataset/pairs/original\original_244.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_244.mid
245,plagdet/data/synthetic_dataset/pairs/original\original_245.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_245.mid
246,plagdet/data/synthetic_dataset/pairs/original\original_246.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_246.mid
247,plagdet/data/synthetic_dataset/pairs/original\original_247.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_247.mid
248,plagdet/data/synthetic_dataset/pairs/original\original_248.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_248.mid
249,plagdet/data/synthetic_dataset/pairs/original\original_249.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_249.mid
250,plagdet/data/synthetic_dataset/pairs/original\original_250.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_250.mid
251,plagdet/data/synthetic_dataset/pairs/original\original_251.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_251.mid
252,plagdet/data/synthetic_dataset/pairs/original\original_252.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_252.mid
253,plagdet/data/synthetic_dataset/pairs/original\original_253.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_253.mid
254,plagdet/data/synthetic_dataset/pairs/original\original_254.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_254.mid
255,plagdet/data/synthetic_dataset/pairs/original\original_255.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_255.mid
256,plagdet/data/synthetic_dataset/pairs/original\original_256.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_256.mid
257,plagdet/data/synthetic_dataset/pairs/original\original_257.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_257.mid
258,plagdet/data/synthetic_dataset/pairs/original\original_258.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_258.mid
259,plagdet/data/synthetic_dataset/pairs/original\original_259.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_259.mid
260,plagdet/data/synthetic_dataset/pairs/original\original_260.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_260.mid
261,plagdet/data/synthetic_dataset/pairs/original\original_261.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_261.mid
262,plagdet/data/synthetic_dataset/pairs/original\original_262.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_262.mid
263,plagdet/data/synthetic_dataset/pairs/original\original_263.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_263.mid
264,plagdet/data/synthetic_dataset/pairs/original\original_264.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_264.mid
265,plagdet/data/synthetic_dataset/pairs/original\original_265.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_265.mid
266,plagdet/data/synthetic_dataset/pairs/original\original_266.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_266.mid
267,plagdet/data/synthetic_dataset/pairs/original\original_267.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_267.mid
268,plagdet/data/synthetic_dataset/pairs/original\original_268.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_268.mid
269,plagdet/data/synthetic_dataset/pairs/original\original_269.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_269.mid
270,plagdet/data/synthetic_dataset/pairs/original\original_270.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_270.mid
271,plagdet/data/synthetic_dataset/pairs/original\original_271.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_271.mid
272,plagdet/data/synthetic_dataset/pairs/original\original_272.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_272.mid
273,plagdet/data/synthetic_dataset/pairs/original\original_273.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_273.mid
274,plagdet/data/synthetic_dataset/pairs/original\original_274.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_274.mid
275,plagdet/data/synthetic_dataset/pairs/original\original_275.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_275.mid
276,plagdet/data/synthetic_dataset/pairs/original\original_276.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_276.mid
277,plagdet/data/synthetic_dataset/pairs/original\original_277.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_277.mid
278,plagdet/data/synthetic_dataset/pairs/original\original_278.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_278.mid
279,plagdet/data/synthetic_dataset/pairs/original\original_279.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_279.mid
280,plagdet/data/synthetic_dataset/pairs/original\original_280.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_280.mid
281,plagdet/data/synthetic_dataset/pairs/original\original_281.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_281.mid
282,plagdet/data/synthetic_dataset/pairs/original\original_282.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_282.mid
283,plagdet/data/synthetic_dataset/pairs/original\original_283.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_283.mid
284,plagdet/data/synthetic_dataset/pairs/original\original_284.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_284.mid
285,plagdet/data/synthetic_dataset/pairs/original\original_285.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_285.mid
286,plagdet/data/synthetic_dataset/pairs/original\original_286.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_286.mid
287,plagdet/data/synthetic_dataset/pairs/original\original_287.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_287.mid
288,plagdet/data/synthetic_dataset/pairs/original\original_288.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_288.mid
289,plagdet/data/synthetic_dataset/pairs/original\original_289.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_289.mid
290,plagdet/data/synthetic_dataset/pairs/original\original_290.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_290.mid
291,plagdet/data/synthetic_dataset/pairs/original\original_291.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_291.mid
292,plagdet/data/synthetic_dataset/pairs/original\original_292.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_292.mid
293,plagdet/data/synthetic_dataset/pairs/original\original_293.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_293.mid
294,plagdet/data/synthetic_dataset/pairs/original\original_294.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_294.mid
295,plagdet/data/synthetic_dataset/pairs/original\original_295.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_295.mid
296,plagdet/data/synthetic_dataset/pairs/original\original_296.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_296.mid
297,plagdet/data/synthetic_dataset/pairs/original\original_297.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_297.mid
298,plagdet/data/synthetic_dataset/pairs/original\original_298.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_298.mid
299,plagdet/data/synthetic_dataset/pairs/original\original_299.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_299.mid
300,plagdet/data/synthetic_dataset/pairs/original\original_300.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_300.mid
301,plagdet/data/synthetic_dataset/pairs/original\original_301.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_301.mid
302,plagdet/data/synthetic_dataset/pairs/original\original_302.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_302.mid
303,plagdet/data/synthetic_dataset/pairs/original\original_303.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_303.mid
304,plagdet/data/synthetic_dataset/pairs/original\original_304.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_304.mid
305,plagdet/data/synthetic_dataset/pairs/original\original_305.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_305.mid
306,plagdet/data/synthetic_dataset/pairs/original\original_306.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_306.mid
307,plagdet/data/synthetic_dataset/pairs/original\original_307.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_307.mid
308,plagdet/data/synthetic_dataset/pairs/original\original_308.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_308.mid
309,plagdet/data/synthetic_dataset/pairs/original\original_309.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_309.mid
310,plagdet/data/synthetic_dataset/pairs/original\original_310.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_310.mid
311,plagdet/data/synthetic_dataset/pairs/original\original_311.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_311.mid
312,plagdet/data/synthetic_dataset/pairs/original\original_312.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_312.mid
313,plagdet/data/synthetic_dataset/pairs/original\original_313.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_313.mid
314,plagdet/data/synthetic_dataset/pairs/original\original_314.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_314.mid
315,plagdet/data/synthetic_dataset/pairs/original\original_315.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_315.mid
316,plagdet/data/synthetic_dataset/pairs/original\original_316.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_316.mid
317,plagdet/data/synthetic_dataset/pairs/original\original_317.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_317.mid
318,plagdet/data/synthetic_dataset/pairs/original\original_318.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_318.mid
319,plagdet/data/synthetic_dataset/pairs/original\original_319.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_319.mid
320,plagdet/data/synthetic_dataset/pairs/original\original_320.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_320.mid
321,plagdet/data/synthetic_dataset/pairs/original\original_321.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_321.mid
322,plagdet/data/synthetic_dataset/pairs/original\original_322.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_322.mid
323,plagdet/data/synthetic_dataset/pairs/original\original_323.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_323.mid
324,plagdet/data/synthetic_dataset/pairs/original\original_324.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_324.mid
325,plagdet/data/synthetic_dataset/pairs/original\original_325.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_325.mid
326,plagdet/data/synthetic_dataset/pairs/original\original_326.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_326.mid
327,plagdet/data/synthetic_dataset/pairs/original\original_327.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_327.mid
328,plagdet/data/synthetic_dataset/pairs/original\original_328.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_328.mid
329,plagdet/data/synthetic_dataset/pairs/original\original_329.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_329.mid
330,plagdet/data/synthetic_dataset/pairs/original\original_330.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_330.mid
331,plagdet/data/synthetic_dataset/pairs/original\original_331.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_331.mid
332,plagdet/data/synthetic_dataset/pairs/original\original_332.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_332.mid
333,plagdet/data/synthetic_dataset/pairs/original\original_333.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_333.mid
334,plagdet/data/synthetic_dataset/pairs/original\original_334.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_334.mid
335,plagdet/data/synthetic_dataset/pairs/original\original_335.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_335.mid
336,plagdet/data/synthetic_dataset/pairs/original\original_336.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_336.mid
337,plagdet/data/synthetic_dataset/pairs/original\original_337.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_337.mid
338,plagdet/data/synthetic_dataset/pairs/original\original_338.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_338.mid
339,plagdet/data/synthetic_dataset/pairs/original\original_339.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_339.mid
340,plagdet/data/synthetic_dataset/pairs/original\original_340.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_340.mid
341,plagdet/data/synthetic_dataset/pairs/original\original_341.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_341.mid
342,plagdet/data/synthetic_dataset/pairs/original\original_342.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_342.mid
343,plagdet/data/synthetic_dataset/pairs/original\original_343.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_343.mid
344,plagdet/data/synthetic_dataset/pairs/original\original_344.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_344.mid
345,plagdet/data/synthetic_dataset/pairs/original\original_345.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_345.mid
346,plagdet/data/synthetic_dataset/pairs/original\original_346.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_346.mid
347,plagdet/data/synthetic_dataset/pairs/original\original_347.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_347.mid
348,plagdet/data/synthetic_dataset/pairs/original\original_348.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_348.mid
349,plagdet/data/synthetic_dataset/pairs/original\original_349.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_349.mid
350,plagdet/data/synthetic_dataset/pairs/original\original_350.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_350.mid
351,plagdet/data/synthetic_dataset/pairs/original\original_351.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_351.mid
352,plagdet/data/synthetic_dataset/pairs/original\original_352.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_352.mid
353,plagdet/data/synthetic_dataset/pairs/original\original_353.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_353.mid
354,plagdet/data/synthetic_dataset/pairs/original\original_354.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_354.mid
355,plagdet/data/synthetic_dataset/pairs/original\original_355.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_355.mid
356,plagdet/data/synthetic_dataset/pairs/original\original_356.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_356.mid
357,plagdet/data/synthetic_dataset/pairs/original\original_357.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_357.mid
358,plagdet/data/synthetic_dataset/pairs/original\original_358.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_358.mid
359,plagdet/data/synthetic_dataset/pairs/original\original_359.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_359.mid
360,plagdet/data/synthetic_dataset/pairs/original\original_360.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_360.mid
361,plagdet/data/synthetic_dataset/pairs/original\original_361.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_361.mid
362,plagdet/data/synthetic_dataset/pairs/original\original_362.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_362.mid
363,plagdet/data/synthetic_dataset/pairs/original\original_363.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_363.mid
364,plagdet/data/synthetic_dataset/pairs/original\original_364.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_364.mid
365,plagdet/data/synthetic_dataset/pairs/original\original_365.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_365.mid
366,plagdet/data/synthetic_dataset/pairs/original\original_366.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_366.mid
367,plagdet/data/synthetic_dataset/pairs/original\original_367.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_367.mid
368,plagdet/data/synthetic_dataset/pairs/original\original_368.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_368.mid
369,plagdet/data/synthetic_dataset/pairs/original\original_369.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_369.mid
370,plagdet/data/synthetic_dataset/pairs/original\original_370.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_370.mid
371,plagdet/data/synthetic_dataset/pairs/original\original_371.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_371.mid
372,plagdet/data/synthetic_dataset/pairs/original\original_372.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_372.mid
373,plagdet/data/synthetic_dataset/pairs/original\original_373.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_373.mid
374,plagdet/data/synthetic_dataset/pairs/original\original_374.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_374.mid
375,plagdet/data/synthetic_dataset/pairs/original\original_375.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_375.mid
376,plagdet/data/synthetic_dataset/pairs/original\original_376.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_376.mid
377,plagdet/data/synthetic_dataset/pairs/original\original_377.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_377.mid
378,plagdet/data/synthetic_dataset/pairs/original\original_378.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_378.mid
379,plagdet/data/synthetic_dataset/pairs/original\original_379.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_379.mid
380,plagdet/data/synthetic_dataset/pairs/original\original_380.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_380.mid
381,plagdet/data/synthetic_dataset/pairs/original\original_381.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_381.mid
382,plagdet/data/synthetic_dataset/pairs/original\original_382.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_382.mid
383,plagdet/data/synthetic_dataset/pairs/original\original_383.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_383.mid
384,plagdet/data/synthetic_dataset/pairs/original\original_384.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_384.mid
385,plagdet/data/synthetic_dataset/pairs/original\original_385.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_385.mid
386,plagdet/data/synthetic_dataset/pairs/original\original_386.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_386.mid
387,plagdet/data/synthetic_dataset/pairs/original\original_387.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_387.mid
388,plagdet/data/synthetic_dataset/pairs/original\original_388.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_388.mid
389,plagdet/data/synthetic_dataset/pairs/original\original_389.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_389.mid
390,plagdet/data/synthetic_dataset/pairs/original\original_390.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_390.mid
391,plagdet/data/synthetic_dataset/pairs/original\original_391.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_391.mid
392,plagdet/data/synthetic_dataset/pairs/original\original_392.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_392.mid
393,plagdet/data/synthetic_dataset/pairs/original\original_393.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_393.mid
394,plagdet/data/synthetic_dataset/pairs/original\original_394.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_394.mid
395,plagdet/data/synthetic_dataset/pairs/original\original_395.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_395.mid
396,plagdet/data/synthetic_dataset/pairs/original\original_396.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_396.mid
397,plagdet/data/synthetic_dataset/pairs/original\original_397.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_397.mid
398,plagdet/data/synthetic_dataset/pairs/original\original_398.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_398.mid
399,plagdet/data/synthetic_dataset/pairs/original\original_399.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_399.mid
400,plagdet/data/synthetic_dataset/pairs/original\original_400.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_400.mid
401,plagdet/data/synthetic_dataset/pairs/original\original_401.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_401.mid
402,plagdet/data/synthetic_dataset/pairs/original\original_402.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_402.mid
403,plagdet/data/synthetic_dataset/pairs/original\original_403.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_403.mid
404,plagdet/data/synthetic_dataset/pairs/original\original_404.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_404.mid
405,plagdet/data/synthetic_dataset/pairs/original\original_405.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_405.mid
406,plagdet/data/synthetic_dataset/pairs/original\original_406.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_406.mid
407,plagdet/data/synthetic_dataset/pairs/original\original_407.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_407.mid
408,plagdet/data/synthetic_dataset/pairs/original\original_408.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_408.mid
409,plagdet/data/synthetic_dataset/pairs/original\original_409.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_409.mid
410,plagdet/data/synthetic_dataset/pairs/original\original_410.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_410.mid
411,plagdet/data/synthetic_dataset/pairs/original\original_411.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_411.mid
412,plagdet/data/synthetic_dataset/pairs/original\original_412.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_412.mid
