musicbrainz_id,case_artist,mb_artist,case_title,mb_title,case_role,case_status,case_id,correct_match
d3a6040b-ca11-48df-ad00-fd8b867f6de0,"William Leonard Roberts II (""Rick Ross"")",Rick Roberts,Renzel Remixes,In a Dream,defendant,,316,
fed8651b-965b-4541-b18d-251997f709ce,,Wayra Nan,,Qapaq Nan,complainer,,315,
59ed6059-0dcc-4e07-958f-a0626495c1ca,The Carters,THE CARTERS,Black Effect,BLACK EFFECT,defendant,,315,
7916bb0f-fd92-4754-a2af-13a4082bd591,Toni Basil,Toni Basil,Mickey,Mickey,complainer,,314,
2c3915c0-6d3e-46b6-96ba-03b0098f781f,,Nan Elmoth,,Nan Elmoth,defendant,,314,
99925beb-7218-4d96-85a3-2ed11724eb87,Darell Jackson,Alan Jackson,Side Show,Alan Jackson Show Promo,complainer,,313,
00529fe7-a54e-479a-98e2-9966755d5294,"Apple, Inc., et al.",Apple Inc.,,Marimba,defendant,,313,
5f0ff901-922e-44ce-832e-7d126eaa9f14,Marvin Gaye,Marvin Gaye,Let's Get It On,Let’s Get It On,complainer,,312,
c8133db7-f5ee-429d-90dd-586ad40b07e8,"Amy Wadge, Ed Sheeran",Amy Wadge,Thinking Out Loud,Thinking Out Loud,defendant,,312,
c4ed56e0-c303-4a2f-8188-9ed740c40565,"Seth Gordon (""Yung Gordon"")",Dexter Gordon,Yung Gordon Intro,Intro by Dexter Gordon,complainer,,311,
443a799f-5a5a-4d83-b95e-4e9cc4a5eea5,"Brytavious Chambers (“Tay Keith”);
Daniel Hernandez (“Takashi 6ix9ine”)",6ix9ine feat. Bobby Shmurda,Stoopid,STOOPID,defendant,,311,
c86d1c16-d3f0-47fb-a202-ac22f955f29a,Tyler Armes,Tyler Daley,Circles,Small Circles,complainer,,310,
c7e67da3-893b-4b6b-8e2c-5e5492d45029,"Austin Post (aka ""Post Malone"")",Post Malone,,Magic,defendant,,310,
eadeab4c-8fdf-499a-a0ab-e4bc3776cef7,"Marcus Gray, et al.",Carlton Pearson,Joyful Noise,Joyful Noise,complainer,,309,
29559be7-bfa6-4b38-8f42-fedf2c96d915,"Katy Perry, et al.",Katy Perry,Dark Horse,Dark Horse,defendant,,309,
65be9110-6419-49b2-a535-b4ae1cba45e2,Randy Wolfe,Pie Conijn,Taurus,Taurus: Taurus IV,complainer,,308,
ef11d1fd-e5b6-48cc-95e6-c769906de1d0,Jimmy Page,Jimmy Page,Stairway to Heaven,Stairway to Heaven,defendant,,308,
6ecfc8cc-8e77-424c-b1a6-816dd74e58ab,"Yeasayer, LLC",Yeasayer,Sunrise,Sunrise,complainer,,307,
84ffbc06-6c9d-4ff9-8d5d-a895b84a086e,Abel Makkonen Tesfaye (“The Weeknd”); Kendrick Lamar Duckworth,The Weeknd & Kendrick Lamar,Pray for Me,Pray for Me,defendant,,307,
cb69b3b6-66a2-4291-84c4-08dc92a2ac7b,Jimmy Smith,Jimmy Smith,Jimmy Smith Rap,Jimmy Smith Rap,complainer,,306,
14d84df1-2353-4682-930f-e9e6c1e97aaa,"Aubrey Drake Graham aka ""Drake""","Drake, JAY‐Z",Pound Cake,Pound Cake,defendant,,306,
cdb2e4e4-3bd3-45ff-a2f5-6b53f3fdc933,Dada Kondke,Asha Bhosle,Var Dhagala Lagli Kal,Lagli Lagli Kaisi Hichki,complainer,,305,
8a2b936e-494f-4192-bd2b-5bea7bf49ac9,"Meet Bros, et al.","Jyotica Tangri, Mika Singh & Meet Bros Anjjan",Dhagala Lagali Kala,Dhagala Lagali,defendant,,305,
1e88ada8-7fea-49d0-9e21-0413485fc694,"Melissa Jefferson (""Lizzo"")",Lizzo,Truth Hurts,Truth Hurts,complainer,,304,
40285bd0-4c0a-4319-8c75-5c2224aa9707,Justin Raisen; Jeremiah Raisen,Jeremiah Saint,Healthy (Demo),Burden (demo),defendant,,304,
e76232ef-1eaf-492b-a89e-fa88424544b5,Ernie Hines,Ernie Hines,Help Me Put Out The Flame (In My Heart),Help Me Put Out the Flames (In My Heart),complainer,,303,
cfcea41d-3e0d-4e98-be5f-f2d3320258c2,Jay-Z; Timbaland,JAY‐Z,Paper Chase; Toe 2 Toe,Paper Chase,defendant,,303,
f4bd30e8-e7a8-4ff6-9998-4bbbe25b5435,Eddie Lee Richardson aka Hotwire the Producer,DJ Mystik,*Hood* Pushin’ Weight,Pushin' Weight,complainer,,302,
9dd0edab-4c1f-419b-bc7f-ee9ad60cea79,"Karim Kharbouch aka French Montana;
Excuse My French",French Montana,Ain’t Worried About Nothin,Ain’t Worried About Nothin,defendant,,302,
112a7502-e8c8-44f3-bc4f-f7c6576696d0,Paul Batiste,Paul Deslauriers,Hip Jazz; World of Blues; Salsa 4 Elise; I Got the Rhythm On,Blues Got the World...,complainer,,301,
1631b4ff-3c63-4f08-999c-d6c5e572eb71,"Ryan Lewis; Ben Haggerty (""Macklemore"")",Macklemore & Ryan Lewis,Thrift Shop; Neon Cathedral,Thrift Shop,defendant,,301,
6d57786b-e6ba-4daa-8305-c9aa2c8252db,Sharon Stone,Sharon Stone,,T’Was the Night Before Christmas,complainer,,300,
9a7084c5-d942-4163-95ca-d7024debd918,Chelsea Dudley a/k/a/ Chanel West Coast,Once a Month,Sharon Stoned,Sharon,defendant,,300,
e549ae43-7d08-459b-833d-ddaf9da8c170,"Leander C. Pickett (""M.O.S."")",Ace Hood,Walk It Like I Talk It,Walk It Like I Talk It,complainer,,299,
aa5119ed-90be-4026-93a0-fc4919156637,"Migos Touring, Inc. (""Migos""), et al.",Migos feat. Drake,Walk It Talk IT,Walk It Talk It,defendant,,299,
a80f12b1-ed50-4f2c-9a65-c6c3d06b17ea,Nazim Guity,La Rondalla de Saltillo,Eres Mia,Eres mía,complainer,,298,
bfb025c7-b0f1-45db-94a2-cdbced640376,Anthony Santos,Romeo Santos,Eres Mia,Eres mía,defendant,,298,
ab70e698-d7df-4653-945c-5a5f83c56152,"Tamita Brown, et al.",Forests,Fish Sticks n' Tater Tots (song),Tater Tots,complainer,,297,
18a9340a-4c38-4f9b-bd4c-ff02163fcb2e,"Netflix, et al.",Netflix,Burlesque: Heart of the Glitter Tribe (film),(Banner) Netflix,defendant,,297,
21f5c52b-2d48-4a44-b6fa-c82bf3dcd06a,"Ryan Key, et al. (""Yellowcard"")",Yellowcard,Holly Wood Died,Holly Wood Died,complainer,,296,
a02b3367-a1fe-4431-9487-a7b2aca54732,"Jared A. Higgins (""Juice WRLD""), et al.",Juice WRLD,Lucid Dreams,Lucid Dreams,defendant,,296,
ad7699dc-570f-4882-ac78-0ff0c405a61c,Jesse Graham,Seckond Chaynce,Haters gone Hate,Haters Gone Hate,complainer,,295,
5bd380c7-96fc-4de9-99e3-44ce6159de5d,Taylor Swift,Taylor Swift,Shake it Off,Shake It Off,defendant,,295,
2c1d1b9f-cf45-4824-8e9e-41ed2f8503a0,Mark Halper,Dominoe,Don't Throw Our Love Away,Don't Throw Our Love Away,complainer,,294,
83741a84-b1a8-47a6-8fd2-e74ff4fb0e57,"Sam Smith, et al.",Sam Smith,Stay With Me,Stay With Me,defendant,,294,
6cec9d3c-fd0f-407a-9e4b-e512e12fa3ca,Zachry Brown,Zac Brown,Nowhere Left to Go,Nowhere Left To Go,complainer,,293,
dc3aef39-1ffb-497d-a202-461ea4ce9cee,Ryan Tedder,Ryan Tedder,,I've Gotta Be Me,defendant,,293,
c235dd92-9565-4667-a942-f3d93a60d670,"Brandon Lee (""Don Lee"") & Glen Demeritt",Don Lee,gwenXdonlee4-142,Do Your Dub Thing,complainer,,292,
0a908fbe-f70c-4ea0-9470-36feaf142960,"Montero Lamar Hill (""Lil Nas X""), et al.",Nas x Nas,Rodeo,Rodeo,defendant,,292,
4cf030e7-a0a6-4717-9d08-d591da639df7,"Samuel Nicholas III (""Sam Scully"")",Tommy Wright III,Roll Call (Instrumental),Roll Call,complainer,,291,
09ce15f1-ea34-450e-8e6a-9232d8798efa,"Adam J. Pigott (""BlaqNmilD""); Aubrey Drake Graham (""Drake"")",Drake,That beat; In my feelings; Nice for what,Nice for What,defendant,,291,
e1802380-839c-43d0-9a17-3eeca183fe63,Esmeralda Lucy Rodriguez,Bobby Pulido,Pediré,Le pediré,complainer,,290,
fee365e1-83e7-4490-bbfe-acac6bace0a7,"Eric Avalos, Courtney Rico, Chavalos Music, Inc.",Bobby Pulido,Pediré,Le pediré,defendant,,290,
d3a07e17-5004-4b05-a2b7-e6baf9553cda,Mimi Korman,Tamara,Me Olvide de Vivir,Me olvidé de vivir,complainer,,289,
ec5e693d-462d-4c98-a411-1d03dd2a2e64,Julio Iglesias,Julio Iglesias,Me Olvide de Vivir,Me Olvide De Vivir,defendant,,289,
216f7b25-40a3-4fd9-85b9-0e6424e68df4,Kraftwerk,Kraftwerk,Metall auf Metall,Metall auf Metall,complainer,,288,
162c89a7-72cd-4d46-9dd5-10aef7c7a9e0,Sabrina Setlur,Sabrina Setlur,Nur mir,Nur mir,defendant,,288,
f7284679-1a24-421f-a90d-59b76cffd3fc,Song-A-Tron Music,Recollect,Back it Up,Must Be Music (Heat It Up Mix),complainer,,287,
9570951b-a6cb-4039-bcf1-87df9a31c91a,"Christian Jones (""TeeFLii"")",Teeflii feat. 2 Chainz,24 Hours,24 Hours,defendant,,287,
c70319ce-c4a9-4ed6-b6cb-7cdb6bdda632,"William Smith, Brian Clover, Scott McCulloch",William Scott,I Need to Love,I Cant Wait to Love You,complainer,,286,
34c6b135-f967-4a11-bcbc-68f8125bcda8,Abel M. Tesfaye (“The Weeknd”),The Weeknd,A Lonely Night,A Lonely Night,defendant,,286,
03f5cc68-de62-4735-9603-01252388895e,Alice T. Johnson and N.G (minor child),Destiny’s Child,Video Recording of child praying,Destiny’s Child Interview (video),complainer,,285,
6c1556d3-d555-46fc-89bf-57f564b7f84a,Kanye West,Kanye West,Ultralight Beam,Ultralight Beam,defendant,,285,
53927cc4-1deb-4017-90d4-939cd0c3d6ad,The Rolling Stones,Tymon & the Transistors (gościnnie Wojciech Waglewski),The Last Time,The Last Time (Rolling Stones),complainer,,284,
6552ca06-46de-453f-803a-09dd9688d788,The Verve,The Verve,Bittersweet Symphony,Bittersweet Symphony,defendant,,284,
9190bb3b-7390-42f3-8d5e-003edd783c81,"Marshall Mathers, et al.",House of Brothers,Lose Yourself,Lose Yourself,complainer,,283,
d129508b-1c3d-4c58-b366-6e702e47a26a,Michael Cohen,Diamonds & Dynamite,Eminem Esque,Esque,defendant,,283,
821a2c61-f248-425d-9a5e-6127cafd077a,Harumaki Gohan,gohan,Hachigatsu no Rainy [August Rainy],AUGUST,complainer,,282,
d2f58375-963c-4897-a56d-b38098185f45,Yamato Mori,Mori Calliope,M.A.K.E.,Make ’Em Afraid,defendant,,282,
4b923629-44ef-474a-9f13-9bdc04cec17f,Stahlgewitter,Stahlgewitter,Auftrag Deutsches Reich,Auftrag Deutsches Reich,complainer,,281,
c93e56a6-7390-49df-b3af-94d3a9453737,Frei.Wild,Frei.Wild,"Schenkt uns Dummheit, kein Niveau","Schenkt uns Dummheit, kein Niveau",defendant,,281,
73665d52-90da-4a45-91b2-3579e5c61ded,Richard Morrill,Panic Shack,Who's Got My Lightah (1996) / Who's Got My Lighter (2009),Who's Got My Lighter?,complainer,,280,
a6dd4f80-48dd-4ac0-9088-574b94368521,Gwen Stefani & Pharrell Williams,Gwen Stefani,Spark the Fire,Spark the Fire,defendant,,280,
442af265-a81e-4d04-9b3a-aada52739d67,Benny Mardones & Robert Tepper,Benny Mardones,Into the Night,Into the Night,complainer,,279,
5afa90d0-63f7-4ce1-8fe9-1ece1d221ff5,Cyndi Lauper,Cyndi Lauper,Raise You Up,RAISE YOU UP/JUST BE ～上げたげる/ただなりなさい～,defendant,,279,
88eb41b8-f6bb-4d29-a231-84b473a8446e,"Dan Tramon, Diana Belkowski, and Carl Anthony Tramon",Tommy & Bobby,Rocket Boys Musical,Musical Rocket,complainer,,278,
af83d1fa-9358-4309-a508-01b9d62ad791,"Marriott International, Inc, and Universal Pictures",Joy Circuit & Sonata,October Sky Musical,October Sky,defendant,,278,
be3adf4b-7f7c-436e-9a34-ff295c72178b,Tracy Chapman,Tracy Chapman,Baby Can I Hold You,Baby Can I Hold You,complainer,,277,
3bbd9889-d778-4d81-98fc-5a048b7c8a48,Nicki Minaj ft. Nas,Nicki Minaj & Meek Mill,Sorry,Im so Sorry,defendant,,277,
16e5f706-01c3-4858-9972-960e76bb624a,Jamie Ciero,Pez,Volar,Volar volar volar,complainer,,276,
02010814-a011-44a9-9fac-57bb0142061d,Disney,[Disney],Let It Go,Let It Go,defendant,,276,
b03da246-2566-471f-be87-79c5643e43c2,Neomi Del Rio,Rio Rio,Flight Safety Video,Last Flight,complainer,,275,
9f9f6ffe-2034-4544-bc9d-7639837f259d,Virgin America,Trankil Trankil,,NAN NAN NAN NAN NAN NAN (INTERLUDE),defendant,,275,
4ca6c319-ce40-4651-b1bf-0c0e7f7a8aef,"Sean Carey, Beau Golden, Jasmine Rae",Jasmine Rae,When I Found You,When I Found You,complainer,,274,
9bb377e2-0546-4e12-bb25-4eb98f122a8e,Edward Sheeran,Jason Derulo,The Rest of Our Life,Rest of Our Life,defendant,,274,
bc37d1bb-9d1f-4d4f-92de-020a41897284,Drayter [Band],Alex Dezen,Best I Had,I Had a Band,complainer,,273,
6423a215-5376-492f-9aab-79f3e98330ac,Chick-Fil-A Advertising Agency,Chick-fil-A,Ads Aired on ESPN,Introduction,defendant,,273,
3b718590-3fc0-4ebb-b26b-63bb52f8e7c5,Michael May,Diamond D,We Run Things,We Run Things,complainer,,272,
98d2d234-6448-4350-9c52-f7343641dee5,Miley Ray Cyrus,Miley Cyrus,We Can't Stop,We Can't Stop,defendant,,272,
e6b4c37d-d08a-4cfa-9b9c-c3542202e4b8,Herman Weems,Dee Edwards,Why Can't There Be Love,Why Can't There Be Love,complainer,,271,
87a5075a-c683-4801-9f6a-e09e2e4b7d19,Tyler Okonma,"Tyler, the Creator",Deathcamp,DEATHCAMP,defendant,,271,
1f79211d-4450-42f4-9edd-e3f7f50f2eb7,Marvin Gaye,Marvin Gaye,Got to Give it Up,"Got to Give It Up, Part 1 (Gigamesh edit)",complainer,,270,
ae08a02a-33e3-4012-9b0c-30b473caf904,"Robin Thicke, Pharrell Williams",Robin Thicke ft. Pharrell Williams,Blurred Lines,Blurred Lines,defendant,,270,
e61a14c2-abc7-408c-ab16-11ebf8e17c13,Baligh Hamdi,Abdel Halim Hafez,"Khosara, Khosara",Khosara Khosara,complainer,,269,
b36511e7-6889-44cc-a4dd-6d2a21d5a183,"Jay Z, et al.",Jay‐Z,Big Pimpin',Big Pimpin',defendant,,269,
1d8058f0-742c-424d-ac3e-dc2283cb5e1c,Luis Cortes-Ramos,Guest,World Cup Song Contest Entry,November Contest Entry,complainer,,268,
68acb06e-7c05-4675-ae10-ae86f3e18a5a,Ricky Martin,Ricky Martin,Vida,Vida (Predikador remix),defendant,,268,
0774920a-7dca-41f3-948d-5ea5fa47d3e2,"John Wilson, Charles Still, Terrance Stubbs",Reuben Wilson,Sho' Nuff,Sho-Nuff Mellow,complainer,,267,
f5e1513e-945b-4ee3-bf21-c6e88738b11a,Justin Timberlake,Justin Timberlake,Suit & Tie,Suit & Tie,defendant,,267,
438f3866-9105-4568-b6e9-2ab656bb599c,Abiodun Oyewole,Abiodun Oyewole,When the Revolution Comes,When the Revolution Comes,complainer,,266,
d6f3b180-1dc1-427d-9fb7-53b9cfaf2ade,Rita Ora; Christopher Wallace; Marshall Mathers & Trevor Smith,Rita Ora,How We do Party; Party and Bullshit; Calm Down,How We Do (Party),defendant,,266,
5ec01414-8d59-4dfc-aae1-4cbd88a81c9d,Paul Rose,Kim Larsen,Nae Slappin',"Næ, næ, næ",complainer,,265,
19ab39f4-8716-455a-8c48-23228d39824c,"Paul Hewson, aka “Bono”, et al.",Bono,The Fly,"II, Chapter 21: The Fly",defendant,,265,
c2d6a51e-aae1-4d13-93b7-c55e3fd986eb,The Sequence,The Sequence,Funk You Up,Funk You Up,complainer,,264,
95b023d1-8484-48e3-91b0-76d51a5a9a45,Bruno Mars & Mark Ronson,Mark Ronson Feat. Bruno Mars,Uptown Funk,Uptown Funk,defendant,,264,
ae51e807-3153-4962-b25d-e456e8b4637b,Kishore Kumar & Asha Bhosle,Kishore Kumar & Asha Bhosle,Kehdoon Tumhe,Kehdoon Tumhen,complainer,,263,
c7dec366-8bba-443d-a7f3-dbf1dcb28253,Jumin Nautiyal & Neeti Mohan,Jubin Nautiyal & Neeti Mohan,Socha Hai (Kehdoon Tumhe Remix,Socha Hai,defendant,,263,
c25ef736-5a8e-4ae2-af4f-6114fb7dbddc,Joel Bosh,Sociedad '76 & Johnny Zamot,Yo Soy Boricua,Yo soy boricua,complainer,,262,
cf7c414b-3194-4882-9e48-e0b8e3bc18be,"Univision Communications, Inc.",The Studio Sound Ensemble,Advertisement for Spanish language Sesame Street,Sesame Street: Sesame Street Fever,defendant,,262,
aa43a741-72a2-4604-b991-d906d7e944e7,"Fredley Saurel [aka “Freddy GZ”], et al.",Waka Flocka Flame,Turn Down for What?,Turn Down for What,complainer,,261,
31890d25-27f9-4d72-9190-90fd39687a92,"Jonathan Smith [aka Lil’ Jon”], et al.",DJ Snake & Lil Jon,Turn Down for What?,Turn Down for What,defendant,,261,
bfea7879-a183-40c9-a3cc-d253e3aae188,Anthony Barre aka “Messy Mya”,Messy Marv,Booking the Hoes from New Wildings; A 27 Piece Huh?,Hoes Ain't Shit,complainer,,260,
294a9985-16c6-4d62-b05a-acfbbfc28b08,Beyoncé Knowles Carter,Beyoncé Knowles‐Carter,Formation,war (nala interlude),defendant,,260,
71045f67-7aa5-4bcb-be5a-f91a13629965,Sean Hall,3LW,Playas Gon’ Play,Playas Gon’ Play,complainer,,259,
5bd380c7-96fc-4de9-99e3-44ce6159de5d,Taylor Swift,Taylor Swift,Shake It Off,Shake It Off,defendant,,259,
8f1bab81-32d4-48a1-b344-b3674b634462,"Jon Dunmore, Mike Molina",Roky Erickson,[I’d do] Anything for You,For You (I'd Do Anything),complainer,,258,
70263638-74a1-4f45-a81e-5e2ff17d228d,James Steinman,Unicante,I’d do Anything for Love,I'd Do Anything for Love,defendant,,258,
b7e94e8f-d933-49d9-9259-46e9d4082306,Roger Troutman,The Foreign Exchange,More Bounce to the Ounce,Downtime (Nicky Troutman’s Bounce to the Ounce remix),complainer,,257,
cc950aa9-12dc-46b6-bca6-ef2b8e374042,Mark Ronson,Mark Ronson,Uptown Funk,Uptown Funk,defendant,,257,
c0292258-9608-4735-8b5d-2a5083c1ac9c,Abdul Muhammad (Erik Saunders),The Yaga Yagas,Bridge Through Time,Bridge Through Time,complainer,,256,
9a61f155-db18-47c9-8222-db78b1a52bb7,Chancellor Bennett (“Chance Rapper”),Chance The Rapper,Windows,Windows,defendant,,256,
5f5eb5ef-ebf5-4626-9e78-24f3356af2ab,Leroy Mitchell,Prince Phillip Mitchell,Star in the Ghetto,Star in the Ghetto,complainer,,255,
08751be1-ef48-4e51-bb33-8e143ab77caf,"Andre Young( ""Dr. Dre"")",Mac Dre,If It Ain't Ruff,If It Ain't Real,defendant,,255,
f96ab8e5-ddb0-46aa-a79d-5e2ef8bac2ad,"Wiliam Roberts, Andrew Harr, Jermaine Jackson",Harr.,Hustlin,I'm Trying,complainer,,254,
cee40557-37cd-4c9c-a010-d99d40b688ea,"Stefan & Skyler Gordy (""LMFAO"")",LMFAO,Party Rock Anthem,Party Rock Anthem,defendant,,254,
af83c4b4-cafb-4ee2-9937-295f07ecc1b5,Willia Dean Parker & Homer Banks,Homer Banks,Ain't That a Lot of Loving,Aint That a Lot of Love,complainer,,253,
ed1b9085-cc23-46b5-8799-f5608176ff7b,"Mervyn Winwood, et al.",Steve Winwood,Gimmee Some Lovin,Gimme Some Lovin',defendant,,253,
8083e8c3-696c-4539-8ec8-06e842312096,Laurent Feriol,Navet Confit,Les Chansons d’artiste,Les Chansons,complainer,,252,
e29d9817-d14a-49c6-8f84-900392f4d3ac,Calogero Joseph Salvatore Maurici (“Calogero”),Calogero,Si seulement je pouvais lui manquait,Si Seulement Je Pouvais Lui Manquer,defendant,,252,
7e6cbf8a-e56f-4ad6-9467-5fbe809a8df0,Perry Kibble,J.C. Davis,A New Day is Here at Last,A New Day (Is Here at Last),complainer,,251,
d7e32712-77ea-4f31-92e6-4332ab9f117a,"Justin Timberlake, et al.",Justin Timberlake,Damn Girl,Damn Girl,defendant,,251,
eabd7153-f626-4238-8e1f-73e8255dec26,Cirque du Soleil,Cirque du Soleil,Steel Dream,Steel Dream,complainer,,250,
a8195eb3-cd75-4ced-bc91-64423b874836,"Justin Timberlake, et al.",Justin Timberlake,Don't Hold the Wall,Don't Hold the Wall,defendant,,250,
c00ea778-4e2f-4f88-9073-8543da095144,Casey Dienel,Casey Dienel,Ring the Bell,The Coffee Beanery,complainer,,249,
336810fb-be64-487c-a9f7-41db19fc0615,"Julia Michael, Justin Tranter, Justin Bieber, Thomas Pentz, et al.",Justin Bieber,Sorry,Sorry,defendant,,249,
7a44e048-84f4-42a6-9725-f43c6af8b26c,"Jeff Barry, et al.",Al Runyon,Christmas (Baby Please Come Home),Baby Please Come Home,complainer,,248,
a571b3b9-ca78-48ed-addb-67994e479b7f,,Nan Elmoth,,Nan Elmoth,defendant,,248,
2cda952f-08bc-4314-80c5-2fa5da25ff75,Martin Harrington & Thomas Leonard,Leonard Moore,Amazing,Amazing Race,complainer,,247,
336d1687-b709-4c3c-b646-8ea177221069,Ed Sheeran & John McDaid,Ed Sheeran,Photograph,Photograph,defendant,,247,
238b611c-ac6a-40de-ac31-6499089f4471,Alex Greggs,Alex,Takes All Night,All Night,complainer,,246,
1e64f646-49db-42d3-ac15-549fe10f478c,Ariana Grande,Ariana Grande,One Last Time,One Last Time,defendant,,246,
97424337-7a2c-40ac-b9fb-b9aa07a41a39,“Sleigh Bells” [band],Sleigh Bells,Infinity Guitars,Infinity Guitars,complainer,,245,
bbd08db7-951a-4515-9584-fc6700e1a390,Demi Lovato,Demi Lovato,Stars,Stars,defendant,,245,
fcff2e13-22d5-4ae6-ac61-5a70a978b163,Public domain blues number performed by Bo Carter (Chatmon),Bo Carter,"Corrine, Corrina","Corrine, Corrina",complainer,,244,
e10f9b87-b9eb-4dff-bd8b-398bee61f85a,Public domain blues number performed by Eric Clapton,Eric Clapton,"Alberta, Alberta","Alberta, Alberta",defendant,,244,
1f799935-4967-4d46-8855-5935680098c2,Members of  “electro-funk” band Collage,Collage,Young Girls,Young Girls,complainer,,243,
fb924707-203c-401a-b279-4561eda49161,Peter Hernandez (“Bruno Mars”) et al.,Bruno Mars,Uptown Funk,Uptown Funk,defendant,,243,
88f20abc-723d-46b3-91b8-51ce8373ed3e,Members of  the band “X Ambassadors”,X Ambassadors,Jungle,Jungle (The MADE Edit),complainer,,242,
bd83709d-bb8b-4a41-a199-422eb6abb9e2,Cramer-Krasselt advertising agency,Mira,Advertisement for Porsche’s Cayman 718 automobile,Cayman,defendant,,242,
5413c81b-3e2e-41cb-86a9-17db83139d66,"Thomas McElroy, Denzil Delano, Jay King",Club Nouveau,Why You Treat Me So Bad,Why You Treat Me So Bad,complainer,,241,
74a43c29-91c6-4220-af5b-1b57003d494c,"Mikkel Eriksen, et al.",Torun Eriksen,I'm Worth It,Worth Waiting For,defendant,,241,
daed59f0-7844-4265-8763-59238d0a7ab2,"Bill Withers, et al.",Bill Withers,Don't You Want to Stay,Don’t You Want to Stay?,complainer,,240,
d56f85fd-ba44-4474-940f-3afce2306311,"Kendrick Lamar, et al.",Kendrick Lamar feat. Jay Rock,I Do This,I Do This,defendant,,240,
4a97d9a3-e4fb-44dd-9852-4a36e6ba4d2c,Gabor Presser & Anna Adamis,Presser Gábor,Gyongyhaju Lany,Gyöngyhajú lány,complainer,,239,
04ac8cdd-4224-4609-801f-431f659d74c3,Kanye West,Kanye West,New Slaves,New Slaves,defendant,,239,
bc8fcc16-6b50-4e2e-8e0f-854b082f47b1,"Eric  Smith, et al.",Wayne Smith,No Rain,Rain Rain,complainer,,238,
4f46f7b3-4eb2-4365-a28b-0a742ffdf8c4,Amanda Jiroux,Mandy Jiroux,Insane,Insane,defendant,,238,
956e7caf-bc9a-4ee5-b110-50e1b0c172ea,"Joseph Bereal, et al.",Al Et Al,Came to Do,I Want to Fly,complainer,,237,
189abe82-175a-452e-9493-85bf72ec2b0a,"Omari Ishmael Grandberry, aka “Omarion”",Omarion feat. Chris Brown & Tinashe,Post to Be,Post to Be,defendant,,237,
99816e4a-713a-4be6-9888-57dbcee5c29a,Timothy Arnett,Arnett Cobb,Remember Me,Blue Me,complainer,,236,
624d4793-ddc6-4ec9-9857-7e2108bdfd1f,Alan Jackson,Alan Jackson,Remember When,Remember When,defendant,,236,
da3f5dd9-b63b-4e59-aaad-5b8963ea7f8e,Alisa Apps,APPS,Need to Know,Robocop (A Tribute to Kraftwerk),complainer,,235,
810ef547-7174-47a5-98c0-bfd0d1afe246,John Newman,John Newman,Love Me Again,Love Me Again,defendant,,235,
e8fec4fb-b65f-4731-8eba-4779213bfbfa,African-American Spiritual,The Freedom Singers feat. Pete Seeger,We Shall Overcome,We Shall Overcome,complainer,,234,
fed8651b-965b-4541-b18d-251997f709ce,,Wayra Nan,,Qapaq Nan,defendant,,234,
988e9299-f616-4ee4-9074-21552a119d5b,Joel McDonald,Forrest McDonald,Made in America,In America,complainer,,233,
1de4da60-c269-4389-b4c6-5107d9530a55,"Kanye West, et al.",JAY‐Z & Kanye West feat. Frank Ocean,Made in America,Made in America,defendant,,233,
1a89ddc7-1566-4860-b3fb-39061169a3a8,"Vincent Montana, Richard Pettibone",Andrew Vincent,Chicago Bus Stop,Bus Stop,complainer,,232,
b83266b3-5e8c-451b-a855-2257d2081d85,"Madonna Ciccone, Richard Pettibone",Madonna,Vogue,Vogue,defendant,,232,
2dc770ed-c776-48e3-a4b5-edd807495297,Amy Bowen,Buddy Knox & Jimmy Bowen with The Rhythm Orchids,Remind Me,Stick With Me (Jimmy Bowen),complainer,,231,
a4ec2e00-de19-4643-9808-c88dc471dcc3,"Brad Paisley, et al",Carrie Underwood with Brad Paisley,Remind Me,Remind Me,defendant,,231,
e61a14c2-abc7-408c-ab16-11ebf8e17c13,Baligh Hamdi,Abdel Halim Hafez,"Khosara, Khosara",Khosara Khosara,complainer,,230,
8fbb6908-9c78-4011-8dfe-20c3b00b215f,Jay Z et al.,Jay‐Z,Big Pimpin',Big Pimpin',defendant,,230,
7351f457-afb9-47c2-b790-cfe45240881c,Enrico Riccardi and Luigi Albertelli,Little Tony & Bobby Solo,Zingara,Zingara,complainer,,229,
767dc561-b7f1-4d98-bae8-1f517f494040,Francesco De Gregori,Francesco De Gregori,"Prendi questa mano, zingara","Prendi questa mano, zingara",defendant,,229,
b19c3371-5319-4fc3-ac89-c0750d35e6b5,Jose Guzman,Zé Henrique & Gabriel,"Triste Adventura, alternatively known as Cartas de Amor",Cartas de amor,complainer,,228,
1a9e13c1-f500-44a0-8666-e0e867e30ae4,Hacienda Records,Hermanas Mendoza,Cartas de Amor,Cartas de amor,defendant,,228,
bfdb93fa-830e-457a-a4f5-607ed41b1bf6,Jefferson/Jean-François Johnson,Jean-François Groulx,Forever,Forever,complainer,,227,
822ac0de-4d82-4641-89b5-2ce404443d50,Jean-Jacques Goldman,Jean-Jacques Goldman,Aicha,Aïcha (Version Mixte),defendant,,227,
2dfdcbdc-924f-4055-9e41-16d97090326b,Dark Sanctuary,Dark Sanctuary,Les Memoires Blessées,Les Mémoires blessées,complainer,,226,
2c3a1015-3c01-483c-bd15-5c419272aa3b,Bushido,Bushido,Janine,Janine,defendant,,226,
