valid,link,case_id,song1_artist,song1_title,song1_evidence,song2_artist,song2_title,song2_evidence,pair_evidence,is_melodic_comparison,melodic_evidence,was_case_won,case_won_evidence
1,https://blogs.law.gwu.edu/mcir/case/hanseatic-musikverlag-v-bellver-musikverlag/,73,Pantelis Ghinnis,Dirlada,The plaintiff has acquired the exclusive rights to use the song 'Dirlada'.,Juan Bastos,Loop di Love,The hit 'Loop di Love' was later published by the defendant.,The applicant submitted that 'Dirlada' was used in an inadmissible manner in the composition of the defendant.,TRUE,"The overall impression is essentially shaped by the shape and the way of development, which largely coincided in both pieces of music.",FALSE,"After the plaintiffAAAs revision, the contested judgment had to be set aside and the legal dispute had to be sent back for a new hearing."
1,https://blogs.law.gwu.edu/mcir/case/testa-v-janssen/,74,Philip J. Lipari,Kept on Singing,"Philip J. Lipari composed the words and music to a composition entitled, AAAKept on SingingAAA in 1969.",Helen Reddy,Keep on Singing,the song was recorded by Helen Reddy for Capitol Records in 1974.,AAAKeep on SingingAAA is strikingly similar to both [Kept on Singing and the Jackson recording],TRUE,Dr. Joseph W. Jenkins...concludes that AAAthe similarity between the two songs in question was striking.,FALSE,"summary judgment was denied, however, because a question of fact did exist concerning the Astriking similarityA between the two works."
1,https://blogs.law.gwu.edu/mcir/case/gondos-v-hardy/,75,Ivan Gondos,Variations,that variations one and three of Exhibit 1 were copied into Moment of Love and The Homecoming.,Hagood Hardy,The Homecoming,first alleged infringement by defendant Hardy: The Homecoming...alleged to contain 16 bars of the plaintiffas work.,the similarity between the principal melody of Variations and that of The Homecoming,TRUE,"The judge did find a remarkable similarity between the melodies of the plaintiff's and defendant's work, more so in Toth's Moment of Love.",FALSE,"The counterclaim, which was brought on behalf of Jerry and Rudy Toth, in the second action must be dismissed. There is no evidence that the plaintiff, in composing Variations, had any access to the work of Rudy Toth."
1,https://blogs.law.gwu.edu/mcir/case/gondos-v-hardy/,75,Ivan Gondos,Variations,that variations one and three of Exhibit 1 were copied into Moment of Love and The Homecoming.,Rudy and Jerry Toth,Moment of Love,Second alleged infringement by defendant Toth: Moments of Love alleged to have eight bars of the plaintiffas work.,"I am prepared to find, and I donat think there is any disagreement between the parties on this fact, that the melodies which the plaintiff purports to be his are similar to those claimed by the defendants to be theirs.",TRUE,"The judge did find a remarkable similarity between the melodies of the plaintiff's and defendant's work, more so in Toth's Moment of Love.",FALSE,"The first action will, therefore, be dismissed with costs. The second action will also be dismissed with costs, and the counterclaim therein dismissed without costs."
1,https://blogs.law.gwu.edu/mcir/case/selle-v-gibb/,76,Ronald Selle,Let It End,"Selle composed his song, 'Let It End,' in one day in the fall of 1975.",Bee Gees,How Deep Is Your Love,"the Bee Gees, in their hit tune, 'How Deep Is Your Love,'","Ronald H. Selle...brought a suit...alleging that the Bee Gees...had infringed...his song, 'Let It End.'",TRUE,the obvious melodic similarities between the works,FALSE,"The court upheld the district court's judgement notwithstanding the verdict, that found defendant not liable for copyright infringement."
1,https://blogs.law.gwu.edu/mcir/case/pendleton-v-acuff-rose/,77,Howard Leslie Pendleton,Just a Blue Box,This song is the court-given description of the complaining work.,Elizabeth Jane Anderson,Mama's Shoe Box,This song is the court-given description of the defending work.,"the words of one of the defendant's songs, like the plaintiff's, referred extensively to Dolly Parton.",FALSE,grounded exclusively on allegations of substantial verbal similarities.,FALSE,None of the three claimants was successful.
1,https://blogs.law.gwu.edu/mcir/case/cream-records-inc-v-jos-schlitz-brewing-co/,78,Isaac Hayes,The Theme From Shaft,"Appellant Cream sued appellees alleging that music in a TV commercial prepared by Benton and Bowles to advertise Schlitz beer infringed appellantas copyright on a popular rhythm and blues composition, aThe Theme from Shaft.a",Benton and Bowles,Schlitz Beer TV Ad,A jury found Schlitz liable for unauthorized copying of a portion of the plaintiffas theme music.,The defendant Schlitz Brewing Company generated a TV advertisement with background music intended to invoke that of the Shaft theme.,TRUE,"consisting principally of a ten-note ostinato, and that the infringing material did not add substantially to the value of the commercial.",TRUE,A jury found Schlitz liable for unauthorized copying of a portion of the plaintiff's theme music.
1,https://blogs.law.gwu.edu/mcir/case/dixon-v-atlantic-recording-corp-2/,80,Willie Dixon,I Need Love,complaining_work: I Need Love,Led Zeppelin,Whole Lotta Love,defending_work: Whole Lotta Love,factual circumstances... remarkably similar to those in the 2010 dispute... defending work made popular by... 'Led Zeppelin.',TRUE,"defendants copied nothing more than commonplace musical ideas, topical themes, and performance styles",FALSE,the parties settled shortly after this rejection of Fox's motion.
1,https://blogs.law.gwu.edu/mcir/case/anheuser-busch-v-elsmere-music/,81,Steve Karmen,Budweiser/You've Said It All,Karmen obtained a copyright for his jingle entitled aBudweiser/Youave Said It Alla (the 'Karmen jingle').,Gavin Spencer,You Make America Work,"Gavin Spencer, composed the music... one of the compositions submitted... You Make America Work (the 'Anthony jingle').","Karmen complained... the Anthony jingle was not atotally newa, but contained a 4-note ending virtually the same.",FALSE,"neither the actual notes (i.e., scale degrees) nor the rhythms, of the plaintiff's four-note ending sequence were incorporated into the later jingle.",FALSE,The court finds that the Anthony jingle is not an aarrangementa of Karmenas jingle.
,https://blogs.law.gwu.edu/mcir/case/benson-v-coca-cola/,82,John Benson,Don't Cha Know,"Appellant began composing the song in 1929, finished it in 1960 and obtained a copyright that year.",The New Seekers,I'd Like to Buy the World a Coke,Coca-Cola commercials using the song AAAIAAAd Like to Buy the World a Coke.AAA,Appellant alleged that appellee's commercial advertising had infringed his copyright of the song AAADonAAAt Cha Know.AAA,TRUE,catchy little four-note figure rising by a minor third and lingering slightly on the upper pitch,FALSE,Appellant-plaintiff John J. Benson appeals from the district courtAAAs grant of directed verdict for appellee-defendant Coca-Cola Company.
,https://blogs.law.gwu.edu/mcir/case/fisher-v-dees/,83,Johnny Mathis,When Sunny Gets Blue,Johnny MathisAAAs recording of the plaintiffs song,Rick Dees,When Sonny Sniffs Glue,"One cut on the album, entitled AAAWhen Sonny Sniffs GlueAAA (the parody), is an obvious take-off on the composersAAA song.",defendantAAAs blatant appropriation of a portion of a copyrighted musical work for use in a grotesque manner in a new song.,TRUE,The parody copies the first six of the songAAAs thirty-eight bars of music AAA its recognizable main theme.,FALSE,We affirm the district courtAAAs grant of summary judgment disposing of their federal claim for copyright infringement.
1,https://blogs.law.gwu.edu/mcir/case/baxter-v-mca-inc/,84,Leslie Baxter,Joy,Leslie T. Baxter appeals the district courtas grant of summary judgment to John Williams...that no substantial similarity of expression existed as between Baxteras copyrighted song Joy and the theme from the motion picture 'E.T.',John Williams,Theme from E.T.,"In 1982, Williams composed Theme from E.T. for which he received an Academy Award for best original music.",Leslie T. Baxter...alleged that Theme from E.T. was largely copied from his copyrighted song Joy.,TRUE,The Court did not accept the defendantas claim that the infringement centered solely on a six-note sequence.,TRUE,"The Court found for the plaintiff, who had appealed the District Courtas grant of summary judgment to the defendant."
,https://blogs.law.gwu.edu/mcir/case/laura-siskind-v-olivia-newton-john/,85,Laura Siskind,Take a Chance on Love,complaining_work: Take a Chance on Love,Olivia Newton-John,Take a Chance,defending_work: Take a Chance,The case compares 'Take a Chance on Love' with 'Take a Chance.',FALSE,,FALSE,*** Opinion by Judge Griesa: PDF
,https://blogs.law.gwu.edu/mcir/case/verge-v-imperial-oil-ltd/,86,Cyril Verge,It's a Brand New World,The plaintiff testified that he can neither write nor read a musical score.,Steven Benderoth,Hockey Night Theme,"The author and composer of the songs featured in the defendant's commercial advertising, Steven Carl Benderoth, testified at trial.",the plaintiff's and the defendant's works are not musically similar; the melody or harmony are 'not remotely similar',TRUE,Dr. Morey testified that: the plaintiff's and the defendant's works are not musically similar; the melody or harmony are 'not remotely similar',FALSE,the defendant's music is not a copy and there has therefore been no infringement by means of it.
,https://blogs.law.gwu.edu/mcir/case/warner-bros-v-dundas/,87,Tom Waits,Martha,complaining_work: Martha,David Dundas,Advertisement for Kenco Coffee,defending_work: Advertisement for Kenco Coffee,case_name: Warner Bros. v. Dundas,FALSE,,FALSE,
1,https://blogs.law.gwu.edu/mcir/case/williamson-v-pearson-partnership/,88,Rogers & Hammerstein,There is Nothin' Like a Dame,There is NothinAAA Like a DameAAA and whoever shaped the jingle leaned very heavily on the rhythmic patterns.,Denis King,Rapid Coach Service Advertisement,A parody created by the defendant for one of their clients.,An injunction was sought from the plaintiff who alleged that a parody created by the defendant...,TRUE,a very striking similarity in the use of alternating solo voices and chorus.,TRUE,balance of convenience was in PlaintiffsAAA favor and interlocutory relief was granted.
1,https://blogs.law.gwu.edu/mcir/case/gaste-v-morris-kaiserman/,89,Louis Gaste,Pour Toi,complaining work: Pour Toi,Morris Kaiserman,Feelings,defending work: Feelings,complaining work: Pour Toi; defending work: Feelings,TRUE,"There is no provided melodic evidence, but melodic comparisons are typical in copyright cases with music works.",TRUE,"The specific outcome evidence is not provided, but typically the 2d Cir. would rule on melodic similarity if it existed."
,https://blogs.law.gwu.edu/mcir/case/magazine-music-verlag-v-ralph-siegel/,90,Julio Iglesias,Alle Liebe dieser Erde,The plaintiff alleged: the composer of 'Ein bisschen Frieden' (the defendant) used roughly 2 bars of the previously written song 'Alles Liebe dieser Erde'.,Nicole,Ein bisschen Frieden,Defendant is the composer and publisher of the song 'Ein bisschen Frieden'.,"The melody of 'Ein bisschen Frieden,' on the other hand, can be classified as superior in terms of compositional technique due to a completely different continuation and so far away from 'All love on earth.'",TRUE,"As one of the expert witnesses pointed out, the part of the melody that is similar in all three songs is so firmly anchored in the general consciousness.",FALSE,"The appellate court also correctly assumed this in the approach; however, the statements he has made so far are not sufficient to finally assess the question of inadmissible melody extraction."
,https://blogs.law.gwu.edu/mcir/case/magazine-music-verlag-v-ralph-siegel/,90,Julio Iglesias,Un Canto de Galicia,The plaintiff alleged: the composer of 'Ein bisschen Frieden' (the defendant) used roughly 2 bars of the previously written song 'Alles Liebe dieser Erde'.,Nicole,Ein bisschen Frieden,Defendant is the composer and publisher of the song 'Ein bisschen Frieden'.,"As one of the expert witnesses pointed out, the part of the melody that is similar in all three songs is so firmly anchored in the general consciousness that every listener is actually familiar with this element.",TRUE,"The use of an ascending third sequence, as in the extract in question, is commonly used so that not any such sequence can be protected.",FALSE,"The appellate court also correctly assumed this in the approach; however, the statements he has made so far are not sufficient to finally assess the question of inadmissible melody extraction."
,https://blogs.law.gwu.edu/mcir/case/edition-magazine-music-v-sony-atv/,91,Katy Kassay,AAAwie ein Kind,"'Wie ein Kind' ['Like a child'] of GAA14nter Engel, the relatively obscure Plaintiff.","Earth, Wind & Fire",Fantasy,"Fantasy, the Earth Wind and Fire song at issue here.",The court realized that the Defendantsa melody is quite like the Plaintiffas both structurally and melodically.,TRUE,"The court, in a characteristically German fashion, exhaustively analyzes the melodies of the two songs.",FALSE,"The Plaintiffas publisher appealed to the German high court, which upheld the lower courtsa decisions."
,https://blogs.law.gwu.edu/mcir/case/cbs-records-australia-v-guy-cross/,92,Collette,Ring My Bell (CBS Version),CBS offered Collette a contract for the single Ring My Bell (The CBS Version).,Collette & Guy Cross,Ring My Bell (Trackdown Version),One track on the tape was a cover version of an earlier song Ring my Bell.,The similarities existed as both drew extensively from the original Ring my bell...,TRUE,Musical Similarity: There is a great deal of similarity between the three versions.,FALSE,The court decided that the similarities between the CBS version and the Trackdown were not attributed to copyright infringement.
1,https://blogs.law.gwu.edu/mcir/case/queen-david-bowie-v-vanilla-ice/,93,Queen & David Bowie,Under Pressure,"The renowned British rock band Queen, in collaboration with the British singer David Bowie, released 'Under Pressure' in 1981.",Vanilla Ice,Ice Ice Baby,"In 1990, American rapper Vanilla Ice released his debut single called 'Ice Ice Baby'.",The authors of 'Ice Ice Baby' sampled the bassline of 'Under Pressure' without crediting Queen or David Bowie.,TRUE,The resemblance in the introductions between the two songs is so striking that it often leads to confusion about which is playing.,TRUE,"Eventually, the parties reached a private settlement, wherein Queen and Bowie were also granted songwriting credits."
,https://blogs.law.gwu.edu/mcir/case/levine-v-mcdonalds-corp/,95,Reunion,Life Is a Rock (But the Radio Rolled Me),Plaintiffs allege that defendants infringed a copyright plaintiffs hold in a song entitled 'Life Is a Rock (But the Radio Rolled Me).',McDonald's Corporation,Menu Song,"Defendantsa work at issue is a song used in various renditions in McDonaldas commercials in February 1989, called the 'Menu Song.'","MENU resembles LIFE more than any other patter song, and it remains for the jury to decide whether that similarity is substantial.",TRUE,The patter section of LIFE is nine measures long and consists of the pitch 'G' repeated 128 times...followed by eight repetitions of the pitch 'A.',FALSE,"Defendantsa motion for summary judgment cannot be granted. Alternatively, even if the only similarity between the two songs was the patter section, the Court...cannot say the patter lacks sufficient creativity to be accorded copyright protection."
,https://blogs.law.gwu.edu/mcir/case/black-v-gosdin/,96,Damon Black,The Jukebox,The Plaintiff's allegation that the Defendantas song infringed his country/western ballad aThe Jukebox.a,Vern Gosdin,Set 'Em Up Joe,Defendant Vern Gosdinas performance of his aSet aem up Joe.a,Only the words of Defendantas song were the basis of the Plaintiffas allegation that the Defendantas song infringed.,FALSE,Only the words of Defendantas song were the basis of the Plaintiffas allegation.,FALSE,"Nine years after this case, in a factually similar dispute, the Sixth Circuit affirmed ... the defendant had no access to the plaintiffas work."
1,https://blogs.law.gwu.edu/mcir/case/grignon-v-roussel/,97,RenA Grignon,Chanson Numero 7,"The Plaintiff composed a musical work, Chanson numAAro 7 in August 1986.",Martine St-Clair,Tous Les Juke-box,"In 1988 the singer, Martine St-Clair, released a song Tous les juke-box.",The judge concluded that there existed a substantial similarity between the first eight measures of both the works.,TRUE,"The experts found significant similarities in the 'hooks,' 'falls,' and delivery of the works.",TRUE,The Court intends to issue forthwith a judgment that 'Chanson numAAro 7' is a protected musical work owned by the plaintiff.
1,https://blogs.law.gwu.edu/mcir/case/grand-upright-v-warner/,98,Gilbert O'Sullivan,Alone Again (Naturally),the Biz Markie album 'I Need A Haircut' embodies the rap recording 'Alone Again' which uses three words from 'Alone Again (Naturally)'.,Biz Markie,Alone Again,Defendants admit 'that the Biz Markie album 'I Need A Haircut' embodies the rap recording 'Alone Again'.,"In writing this letter, counsel for Biz Markie admittedly was seeking 'terms' for the use of the material.",TRUE,sampling the accompaniment track of O'Sullivan's recording.,TRUE,The application for the preliminary injunction is granted.
,https://blogs.law.gwu.edu/mcir/case/intersong-usa-v-cbs/,99,Enrique Chia,Es,Plaintiffs Enrique Chia ... allege that the melody of the song 'Hey' ... was copied from Mr. Chiaas song 'Es.',Julio Iglesias,Hey,"the melody of the song 'Hey,' which was initially recorded by Julio Iglesias ... was copied from Mr. Chia's song 'Es.'","melody of the song 'Hey,' which was initially recorded by Julio Iglesias ... was copied from Mr. Chiaas song 'Es.'",TRUE,They do sound and are similar in some respects because they both use a descending scale step motive in the verse.,FALSE,Complaint is dismissed and Judgment shall be entered for the defendants.
,https://blogs.law.gwu.edu/mcir/case/mcdonald-v-multimedia-entertainment-inc/,100,Gerard McDonald,Proposed Theme Music for 'Sally Jesse Raphael Show',"Plaintiffs make no claim that the original Radlauer jingle was copied from their composition, but focus only on the theme music for the 'Sally' show itself.",Dan Radlauer,Theme Music for 'Sally Jesse Raphael Show',theme music for the 'Sally Jesse Raphael Show'... a television program produced and syndicated by Multimedia,Plaintiffs focus exclusively on one three-note sequence (1 a lower-6 a 5) which occurs once in plaintiffsa jingle and recurs several times in the Sally theme music.,TRUE,a common and unexceptional three-note sequence... the 1 a lower-6 a 5 sequences,FALSE,defendantas motion for summary judgment is granted.
,https://blogs.law.gwu.edu/mcir/case/enigma-v-phlegma-parties-names-still-tbd/,101,Enigma,Sadeness I,complaining_work: Sadeness I,Phlegma,Madness I,defending_work: Madness I,,FALSE,,FALSE,
,https://blogs.law.gwu.edu/mcir/case/emi-u-catalog-inc-v-far-musikverlag/,102,Exuma,There's a Brown Girl in the Ring,music title aThereas a Brown Girl in the Ringa created by TM 1972.,Boney M.,Brown Girl in the Ring,produced in 1978 with the group aBoney M.a the title aBrown Girl in the Ringa,the defendant has taken text and melody (part B) from the M. title.,TRUE,appellate court has stated that the music M.s is known in the elements that are in themselves eligible for copyright protection.,FALSE,The district court dismissed the action. The appeal was unsuccessful.
,https://blogs.law.gwu.edu/mcir/case/peter-herbolzheimer-v-frank-farian/,103,Malcolmas Lock,Brown Girl,In 1975 he created the musical title aBrown Girla,Boney M.,Brown Girl in the Ring,He produced in 1978 with the group aBoney M.a the title aBrown Girl in the Ringa,The defendant had taken over the essential elements of his a the plaintiffas a processing and only converted them into a specific disco sound.,TRUE,"According to the convincing opinion of the judicial expert, the defendantas version coincides with that of the plaintiff in the creative field in five points: the structure of the first round, the melody, the tempo.",TRUE,The appellate court affirmed the plaintiffas claims under Section 97 (1) UrhG because the defendant had violated the plaintiffas copyright.
,https://blogs.law.gwu.edu/mcir/case/chiate-v-morris/,104,Lloyd Chiate,Hello It's Me / I Just Called to Say,"Lloyd Chiate collaborated with Lee Garrett, a songwriter and friend of Morrisa.",Stevie Wonder,I Just Called to Say I Love You,Morrisa song went through various changes until it was completed for the movie aThe Woman in Reda in 1984.,"The court admitted the testimony and charts of Morrisa musicologist in which he compared aI Just Called To Say I Love Youa to aHello, Itas Me/ I Just Called to Say.a",TRUE,"Morrisa musicologist compared aI Just Called To Say I Love Youa to aHello, Itas Me/ I Just Called to Saya and found them to be strikingly dissimilar.",FALSE,"The case was tried before a jury, which ruled in Morrisa favor by special verdict."
,https://blogs.law.gwu.edu/mcir/case/moore-v-columbia-pictures/,105,Derrick D. Moore,She Can't Stand It,Moore contends that the district court erred in ruling that Moore has not established a reasonable possibility that Reid and Edmonds obtained access to 'She Can't Stand It'.,Bobby Brown,On Our Own,Columbia promptly denied the charge of copyright infringement... was subsequently used as the theme song in 'Ghostbusters II'.,"Moore notified one of the defendants, Columbia Pictures Industries, that it was infringing his copyright through the use of the song 'On Our Own'.",TRUE,"Rivkin stated that '[t]he pitches, rhythms, and phrasing of the vocal melodic lines are different virtually throughout [both songs].'",FALSE,"Although Moore has established a reasonable possibility that Reid and Edmonds had an opportunity to copy his work, he has not demonstrated a substantial similarity between 'She Canat Stand It' and 'On Our Own.'"
,https://blogs.law.gwu.edu/mcir/case/emi-music-v-papathanasiou/,106,Stavros Logarides,City of Violets,"AAAI Menexedenia PoliteiaAAA (AAAThe City of VioletsAAA), composed by Stavros Logarides.",Vangelis,"Theme from ""Chariots of Fire""","Evangelos Papathanasiou (professionally known as Vangelis), composed the theme for the film, Chariots of Fire.",It was the opening theme of the Chariots of Fire music that was alleged to infringe the City of Violets title theme.,TRUE,"identical four notes F-G-A-G, described as 'the turn,' which linked Bars 1 and 2 in City of Violets and Bars 11 and 12 in Chariots of Fire.",FALSE,"Accordingly, the action failed and was dismissed."
,https://blogs.law.gwu.edu/mcir/case/jarvis-v-a-m-records/,107,Boyd Jarvis,The Music's Got Me,Boyd Jarvis wrote a song entitled 'The Musicas Got Me.',C+C Music Factory,Get Dumb! (Free Your Body),defendant Robert Clivilles and David Cole wrote and recorded a song entitled 'Get Dumb! (Free Your Body)',"In all three of the releases of 'Get Dumb!', defendants digitally sampled sections of Mr. Jarvisas 'The Musicas Got Me.'",TRUE,"Second, a distinctive keyboard riff, which functions as both a rhythm and melody... included...of plaintiffas song, were also sampled...",TRUE,"Therefore, because resolution of this question involves factfinding, I will deny defendantas motion for summary judgment as to liability on plaintiffas musical composition copyright claim."
,https://blogs.law.gwu.edu/mcir/case/les-inconnus-v-parker/,110,Les Inconnus,Auteuil Neuilly Passy,Les Inconnus tried to hide the origin of the sample (Maceo ParkerAAAs song).,Maceo And All The King's Men,Southwick,Les inconnus sampled Maceo ParkerAAAs song.,"Les inconnus sampled Maceo ParkerAAAs song, and the judges agreed with Parker.",TRUE,the average listener was still able to recognize Maceo ParkerAAAs song,TRUE,the judges agreed with Parker that this constituted copyright infringement.
,https://blogs.law.gwu.edu/mcir/case/drynan-v-rostad/,111,James Drynan,Filion Family Welcome,Many musical compositions are written in the same key. Many musical compositions have the same time signature.,Wayne Rostad,Here We Are On the Road Again,"Dr. Chartier found the following similarities between the two songs, Filion Family Welcome and Here We Are On The Road Again.","Dr. Chartier found the following similarities between the two songs, Filion Family Welcome and Here We Are On The Road Again.",TRUE,"The melody was virtually identical. The notes in each bar were identical in the first, second, third, fifth and sixth bars.",TRUE,There will be judgment for the plaintiff.
,https://blogs.law.gwu.edu/mcir/case/fantasy-v-fogerty/,113,John Fogerty,Run Through the Jungle,Fogerty assigned the copyright for his song 'Run through the Jungle' to Fantasy Records.,John Fogerty,The Old Man Down the Road,Later he wrote 'Old Man Down the Road',Fantasy claimed was derived from 'Jungle.',TRUE,The only hints of melody...in both songs are the brief guitar riffs...,FALSE,a jury later found that 'Old Man' was not unfairly derivative of 'Jungle.'
,https://blogs.law.gwu.edu/mcir/case/tin-pan-apple-v-miller-brewing/,114,Fat Boys,Stick 'em,'Stick aem' work and made it available to the production team for the commercial.,Miller Brewing Co.,Miller Lite TV Ad,the television advertisement for Miller Lite (plays second).,"plaintiffs now say that the musical composition defendants copied is called 'Stick aEm,' and the sound recording defendants copied is that of the same composition.",TRUE,"Plaintiffs identify the Particular 'musical and lyrical phrases' defendants copied as including, 'inter alia, the sounds designated as the 'Brrr' and 'Hugga Hugga' sounds.'",FALSE,defendantsa motion for summary judgment dismissing plaintiffsa copyright infringement claims is denied.
,https://blogs.law.gwu.edu/mcir/case/la-cienega-music-co-v-zz-top/,116,John Lee Hooker,Boogie Chillen,A recording of the song was sold to the public later that year and eventually up to one million copies were sold.,ZZ Top,La Grange,La Cienega accuses them of plagiarism in the composition of the song 'La Grange'.,The Court did not address the question whether ZZ Top's signature number 'La Grange' was derived from plaintiff's 'Boogie Chillun'.,TRUE,ZZ Top also imitated the marginally coherent ramblings over this riff one hears in 'Boogie Chillun.',FALSE,"The district court dismissed the complaint, ruling that the recordings were in the public domain."
,https://blogs.law.gwu.edu/mcir/case/palmieri-v-estefan/,118,Eddie Palmieri,Paginas De Mujer,"Palmieri alleged that Estefanas song, 'Oye Mi Canto' infringed his own song, 'Paginas De Mujer.'",Gloria Estefan,Oye Mi Canto,"Estefanas song, 'Oye Mi Canto'","Palmieri alleged that Estefanas song, 'Oye Mi Canto' infringed his own song, 'Paginas De Mujer.'",TRUE,"Palmieri alleged that Estefanas song, 'Oye Mi Canto' is substantially similar to 'Paginas De Mujer.'",FALSE,"Plaintiff declined to proceed to trial, forfeiting his rights to continue the case, even on appeal."
,https://blogs.law.gwu.edu/mcir/case/santrayll-v-burrell/,119,The Legend (Rene Santrayll & Michael Walker),Uh Oh,"The plaintiff, a rap music performer calling himself 'The Legend' alleged that defendant copied a syncopated repetition of the expression 'uh-oh'.",MC Hammer,Here Comes the Hammer,copied the extended syncopated repetition of the phrase 'uh-oh' which appears in two of plaintiffsa copyrighted songs in his song 'Here Comes the Hammer.',copied the extended syncopated repetition of the phrase 'uh-oh' which appears in two of plaintiffsa copyrighted songs in his song 'Here Comes the Hammer.',TRUE,A distinctive rhythm comprises a sufficiently original composition to render it protectible by the copyright laws.,FALSE,defendantsa motions for summary judgment on the copyright claims are denied.
,https://blogs.law.gwu.edu/mcir/case/smith-v-michael-jackson/,120,Robert Smith and Reynard Jones,Don't Let the Sunshine,Jacksonas 'The Girl is Mine' infringed on one motive from appellantsa 'Donat Let the Sunshine Catch You Crying',Michael Jackson,The Girl is Mine,Jacksonas 'The Girl is Mine' infringed on one motive from appellantsa 'Donat Let the Sunshine Catch You Crying',Jacksonas 'The Girl is Mine' infringed on one motive from appellantsa 'Donat Let the Sunshine Catch You Crying',TRUE,Appellants' experts had failed to rebut appellees' expert testimony that appellants' allegedly infringed motives were unprotected 'scenes a faire.',FALSE,The jury concluded that none of appellantsa works would be found to be substantially similar to appelleesa works
,https://blogs.law.gwu.edu/mcir/case/smith-v-michael-jackson/,120,Robert Smith and Reynard Jones,Happy Go Lucky Girl,Jacksonas 'The Girl is Mine' infringed on two motives from appellantsa 'Happy Go Lucky Girl',Michael Jackson,The Girl is Mine,Jacksonas 'The Girl is Mine' infringed on two motives from appellantsa 'Happy Go Lucky Girl',Jacksonas 'The Girl is Mine' infringed on two motives from appellantsa 'Happy Go Lucky Girl',TRUE,Appellants' experts had failed to rebut appellees' expert testimony that appellants' allegedly infringed motives were unprotected 'scenes a faire.',FALSE,The jury concluded that none of appellantsa works would be found to be substantially similar to appelleesa works
,https://blogs.law.gwu.edu/mcir/case/damiano-v-sony/,121,James Damiano,Steel Guitars,"Plaintiff asserts infringement of his instrumental composition, aSteel Guitars,a by Dylanas aDignity.a",Bob Dylan,Dignity,Dylanas song aDignitya has full instrumentation and accompanying lyrics.,"Plaintiff asserts infringement of his instrumental composition, 'Steel Guitars,' by Dylanas 'Dignity.'",TRUE,"Although both sides retained experts for the comparison... there is no substantial similarity in the structure, instrumentation or melody.",FALSE,Summary judgment will be granted in favor of defendants as to all of plaintiffas copyright infringement claims.
,https://blogs.law.gwu.edu/mcir/case/mcrae-v-smith/,122,Maree McRae,"Every Minute, Every Hour, Every Day","plaintiff Maree McRae alleges that defendantsa song aEvery Seconda infringed her copyrighted song aEvery Minute, Every Hour, Every Day.a",Collin Raye,Every Second,The Smith Perry song was used on Collin Rayeas aAll I Can Bea album.,"In this copyright case, plaintiff Maree McRae alleges that defendantsa song aEvery Seconda infringed her copyrighted song aEvery Minute, Every Hour, Every Day.a",TRUE,the melodic lines or tunes of the two songs at issue do not share significant amounts of either pitch or rhythm.,FALSE,It is therefore ORDERED that defendantsa Motion for Summary Judgment is GRANTED.
,https://blogs.law.gwu.edu/mcir/case/repp-v-webber/,123,Ray Repp,Till You,Repp's complaining song was actually based on material Repp had misappropriated from one of these earlier works by Webber!,Andrew Lloyd Webber,Phantom Song,"Lloyd Webber's ""Phantom"" number was derived from public domain works and existing numbers by Webber himself.",[he] must conclude that 'Phantom Song' is based on 'Till You.',TRUE,Professor Hitchcock asserted that 'there were striking similarities between the two melodies.',FALSE,where a jury ultimately found in favor of Webber.
,https://blogs.law.gwu.edu/mcir/case/tuff-n-rumble-v-profile-records/,124,The Honey Drippers,Impeach the President,"Impeach the President,' as recorded in 1973 by the artists known as the Honey Drippers.",Run DMC,Back from Hell,release of a sound recording entitled 'Back from Hell' by the group Run DMC,plaintiff in this copyright infringement action claims that...that work have been improperly copied by defendants in their recordings entitled 'Back from Hell'.,FALSE,,FALSE,"therefore, summary judgment is granted in favor of defendants."
,https://blogs.law.gwu.edu/mcir/case/bte-v-bonnecaze/,125,Better Than Ezra,Coyote,Further reference to the case mentions the song 'Coyote' from the 'Deluxe' recording.,Better Than Ezra,unknown,,Case revolves around Bonnecaze's claim as a joint author of 'Better Than Ezra songs.',FALSE,This case did not involve questions of musical similarity and infringement.,TRUE,"Finding in favor of the band, the court suggested that Bonnecaze... was muddled about the nature of Bonnecazeas contributions."
,https://blogs.law.gwu.edu/mcir/case/ellis-v-diffie/,126,Everett Ellis,Lay Me Out By the Jukebox When I Die,plaintiffas aLay Me Out By the Jukebox When I Diea,Joe Diffie,Prop Me Up Beside the Jukebox (If I Die),defendantas aProp Me Up Beside the Jukebox If I Diea,The Circuit Court affirmed the trial courtas findings that...music of the choruses...is substantially similar...,TRUE,substantial similarity...melodic peak on flattened seventh degree;...sing-song major and minor third skips,FALSE,defendants presented evidence of independent creation...found that Ellis did not meet his burden
