case_id,year,case_name,case_artist,case_title,case_role,gpt_artist,gpt_title,gpt_conf,musicbrainz_id,mb_artist,mb_title,case_status
117,1995,Woods v. Bourne,Harry Woods,"When the Red, Red, Robin Comes Bob, Bob, Bobbin' Along",complainer,Al Jolson,"When the Red, Red Robin Comes Bob-Bob-Bobbin' Along",0.9,c5cef134-089c-4e50-b872-91c0c5aa3883,Al Jolson,"When the Red, Red Robin Comes Bob, Bob, Bobbin' Along",
118,1996,Palmieri v. Estefan,Eddie Palmieri,Paginas De Mujer,complainer,Gloria Estefan,Abriendo Puertas,0.75,3eacadf6-391b-4ff7-a66b-94af341b5a53,Gloria Estefan,Abriendo Puertas,
119,1996,Santrayll v. Burrell,Rene Santrayll & Michael Walker,Uh Oh,complainer,MC Hammer,U Can't Touch This,0.8,c43c3b96-3087-4c54-b2d5-ab05b13681bb,Beam vs. Cyrus feat. MC Hammer,U Can’t Touch This,
120,1996,Smith v. Michael Jackson,Robert Smith and Reynard Jones,Don't Let the Sunshine / Happy Go Lucky Girl,complainer,Michael Jackson,The Girl Is Mine,0.7,c36a5c92-2def-4d05-b767-edeece1f835b,Michael Jackson,The Girl Is Mine,
121,1997,Damiano v. Sony,James Damiano,Miscellaneous lyrics and instrumental arrangement,complainer,Bob Dylan,Dignity,0.75,6fc41320-1798-4488-9724-819148308006,Bob Dylan,Dignity,
122,1997,McRae v. Smith,Maree McRae,"Every Minute, Every Hour, Every Day",complainer,Maree McRae,"Every Minute, Every Hour, Every Day",0.9,705e4ba3-019d-46e4-bda8-b863e4a6b219,Strangled Cop,Every Minute. Every Hour. Every Day,
123,1997,Repp v. Webber,Ray Repp,Till You,complainer,Andrew Lloyd Webber,The Phantom of the Opera,0.7,87da164b-a56e-48f5-926d-819991cd5da1,Andrew Lloyd Webber,The Phantom of the Opera,
124,1997,Tuff 'N' Rumble v. Profile Records,Robert Plant et al.,Impeach the President,complainer,The Honey Drippers,Impeach the President,0.95,b3388abc-be44-4497-bfcd-5fea2236f29a,The Honey Drippers,Impeach the President,
125,1999,BTE v. Bonnecaze,"Kevin Griffin, et al.",Coyote,complainer,Better Than Ezra,Coyote,0.85,3e8759bf-9841-46ff-bfcf-89384afb5284,Better Than Ezra,Coyote / Streetside Jesus,
126,1999,Ellis v. Diffie,Everett Ellis,Lay Me Out By the Jukebox When I Die,complainer,Joe Diffie,Prop Me Up Beside the Jukebox (If I Die),0.95,b0274f38-a900-4d79-9c16-abc461474fa7,Joe Diffie,Prop Me Up Beside the Jukebox (If I Die),
127,1999,Selletti v. Carey,Christopher Selletti,Hero,complainer,Mariah Carey,Hero,0.95,68206fcb-b444-416c-abde-2cd1c57483df,Mariah Carey,Hero,
128,1999,Suzane McKinley v. Collin Raye,Suzane McKinley,I Think About You,complainer,Collin Raye,I Think About You,0.95,309ec31f-8943-464c-8f12-8cdb2429882d,Collin Raye,I Think About You,
129,1999,ZZ Top v. Chrysler Corp.,"Billy Gibbons, et al.",La Grange,complainer,ZZ Top,La Grange,0.95,cd3f5efa-bc5e-4064-a765-960494ad4bb4,ZZ Top,La Grange,
130,1999,Anzilotti v. Hildenbeutel,Snap!,Green Grass Grows (Earth follows),complainer,Snap!,Green Grass Grows (Earth follows),0.9,90506d39-17d3-4d1a-b526-9ea2b7049902,Snap!,Green Grass Grows (Earth Follows),
131,2000,Armstrong v. Virgin Records,"John McLaughlin, et al.",Planetary Citizen,complainer,Mahavishnu Orchestra,Planetary Citizen,0.95,fc28a6f7-d9b9-421b-ad1e-761aabd522a4,Mahavishnu Orchestra,Planetary Citizen,
132,2000,Three Boys Music v. Michael Bolton,Isley Brothers,Love is a Wonderful Thing,complainer,Michael Bolton,Love Is a Wonderful Thing,0.95,a2194173-3262-4574-b8a5-dccc5b13b005,Michael Bolton,Love Is a Wonderful Thing,
133,2000,Tisi v. Patrick,Michael Tisi,Sell Your Soul,complainer,Michael Tisi,Sell Your Soul,0.8,09ee5153-48ee-4de1-98b7-faba7637e72c,Empathica,Sell Your Soul,
135,2000,"Cooper v. Ogilvy & Mather, et al.",Matthew Cooper,The Lower we Fly,complainer,Eluvium,The Lower We Fly,0.7,8c3b2197-d29a-4d5f-b2a4-4bb9b9f72ef7,Outside,The Lower We Fly,
136,2001,Oliviera v. Frito-Lay,Astrud Gilberto,Girl from Ipenama,complainer,Astrud Gilberto,The Girl from Ipanema,0.9,a29a3515-c220-4a68-ae9d-e35256c18680,Astrud Gilberto,Girl From Ipanema,
137,2001,Albano Carrisi v. Michael Jackson,Albano Carrisi,I cigni di Balaka,complainer,Michael Jackson,Will You Be There,0.9,f29399bd-1c39-4d00-b6a8-744070d35576,Michael Jackson,Will You Be There (Michael Jackson's Vision),
138,2001,Marlon Williams v. Calvin Broadus,Marlon Williams,The Symphony,complainer,Marley Marl,The Symphony,0.85,7aab7ce3-df59-4537-92f7-7785bcb92f8f,Marley Marl,The Symphony,
139,2001,Johnson v. Berry,Chuck Berry and Johnnie Johnson,Wee Wee Hours,complainer,Chuck Berry,Wee Wee Hours,0.95,2f754617-70ae-4225-9d13-215862cec169,Chuck Berry,Wee Wee Hours,
140,2001,Toliver v. Sony Music,Paula Toliver,Independent Lady,complainer,Paula Perry,Independent Woman,0.7,dd8e573e-26a7-458d-a172-802aee0461c9,Petra Jean Phillipson,Independent Woman,
141,2002,Creagh v. Hit and Run Music,Marianne Creagh,Where are You Now,complainer,Jackson Browne,Where Were You,0.6,bfe5cc6e-2421-42b1-9d9c-e44a360fb214,Jackson Browne,Where Were You,
142,2002,Jean et al. v. Bug Music,"Leo Nocentelli, et al.",Hand Clapping Song,complainer,The Meters,Hand Clapping Song,0.95,f98712f9-a5db-4ac2-8b7e-188146e52752,The Meters,Hand Clapping Song,
143,2002,Malmstedt v. EMI Records,Stephan Malmstedt,Jenny and I,complainer,Stephan Malmstedt,Jenny and I,0.8,671e0bb0-6595-4cfc-86ee-acaf63a5e76f,Stephan Malmstedt,The Red Light,
144,2002,Weh v. Universal Music Publishing,WEH,Heartbeat,complainer,Enrique Iglesias,Heartbeat,0.7,89d85584-2480-436e-89a3-c94ba754870a,Enrique Iglesias,Heartbeat (Digital Dog radio),
145,2003,Cottrill v. Spears,Michael Cottrill and Lawrence Wnukowski,What You See is What You Get,complainer,Britney Spears,What U See (Is What U Get),0.95,f19b823b-686a-482d-8514-c8dd3084d79d,Britney Spears,What U See (Is What U Get),
146,2003,Newton v. Diamond,James W. Newton,Choir,complainer,Beastie Boys,Pass the Mic,0.9,cd5ea56d-eb47-4065-ab87-0c770142a6ea,Beastie Boys,Pass the Mic,
147,2003,Ory v. Country Joe McDonald,"Edward ""Kid"" Ory",Muskrat Ramble,complainer,Country Joe McDonald,Muskrat Ramble,0.95,b8958f08-c97b-4f4c-b27e-ce330066b477,"Teddy Buckner, Joe Darensbourg, Kid Ory, Ed Garland, Lloyd Glenn & Ram ""Minor"" Hall",Muskrat Ramble,
148,2003,Jorgensen v. Epic/Sony Records,John L. Jorgensen,Long Lost Lover,complainer,Michael Bolton,Love Is a Wonderful Thing,0.7,a2194173-3262-4574-b8a5-dccc5b13b005,Michael Bolton,Love Is a Wonderful Thing,
149,2003,Ergin v. Kershaw,"Mehmet Ergin, Christoph Lienemann",Jingle of German bank: “Wenn’s ums Geld geht-Sparkasse”,complainer,Mehmet Ergin,"Jingle of German bank: ""Wenn’s ums Geld geht-Sparkasse""",0.85,b9cef55e-5185-4cf9-be1d-bb7cf6743e9d,Big Jay und die GPÖ,Geht ums Geld,
150,2003,Kobayashi v. Hatorri,Asei Kobayashi,Dokomademo Ikou [Let's Go Anywhere],complainer,Asei Kobayashi,Dokomademo Ikou,0.95,f833fca3-0e0a-45cd-b54d-a3997c9d010b,SWIM SWEET UNDER SHALLOW,dokomademo,
151,2004,Apollo v. Coca Cola,Apollo Inc.,When the Sun Rises,complainer,Yanni,When the Sun Rises,0.6,baea4271-23a6-490c-aaec-a59b94d93000,A Grave With No Name,The Sun Rises,
152,2004,Swirsky v. Carey,Seth Swirsky and Warryn Campbell,One of Those Love Songs,complainer,Mariah Carey,Thank God I Found You,0.9,c2aeffa1-db5a-4adf-832c-a88cdd7af0dd,98° feat. Mariah Carey,Thank God I Found You,
153,2004,"Disney Enterprises, Inc. v. S.G. Griesel",Soloman Ntsele [p/k/a/ Linda],Mbube,complainer,The Tokens,The Lion Sleeps Tonight,0.9,51a8cbd6-442c-4e78-a26d-0734261ec88d,The Tokens,The Lion Sleeps Tonight,
154,2004,Ulloa v. Universal,Demme Ulloa,Brief countermelody to defendant's song,complainer,Jennifer Lopez,I'm Real,0.6,2a29ecbf-d00c-4128-b0b5-214a80d9df6e,Jennifer Lopez,I'm Real,
155,2005,BMS Entertainment v. Bridges,"Ramid Brown, et al.",Straight Like That,complainer,Ludacris,Get Back,0.8,7668aaa4-33af-4b8e-8b51-81b312ec24bd,Ludacris,Get Back,
156,2005,"Bridgeport Music v. Dimension Films, et al.",George Clinton,Get Off Your Ass and Jam,complainer,Funkadelic,Get Off Your Ass and Jam,0.95,1219c6f8-a843-43f9-ac85-355dde308678,Funkadelic,Get Off Your Ass and Jam,
157,2005,Coffey v. Warner/Chappell Music,Elizabeth Coffey,Forever After,complainer,TobyMac,Gone,0.7,87433fb6-2b3f-43cb-b601-b4e2a9fd8420,tobyMac,Gone,
158,2005,Griffin v. J-Records,Tia Griffin,Heart of Gold,complainer,Neil Young,Heart of Gold,0.6,61cd7a1a-6bfe-4962-aa98-f1d0d6ec055d,Neil Young,Heart of Gold,
159,2005,Johnson v. Gordon,Calvin R. Johnson,You’re the One (For Me),complainer,D-Train,You're the One for Me,0.9,cfc422c0-fed2-499f-aaeb-369fcddddd24,D‐Train,You're the One for Me,
160,2005,Positive Black Talk v. Cash Money Records,"Jerome Temple (""Jubilee"")",Back That Ass Up,complainer,Juvenile,Back That Azz Up,0.95,e16f185d-ac03-4af5-8fc0-e0372ee99504,Juvenile,Back That Azz Up,
161,2005,Vargas v. Pfizer,Ralph Vargas and Bland-Ricky Roberts,Bust Dat Groove Without Ride,complainer,Ralph Vargas,Bust Dat Groove Without Ride,0.9,05d566f6-d9e5-4325-acd7-5b3ef9b9508e,Carlos Bess,Bust Dat Groove (w/ ride),
162,2005,Yong Wang v. Zhengben Zhu,Yong Wang,Send My Comrade to Beijing,complainer,Yong Wang,Send My Comrade to Beijing,0.8,53987440-6a19-4975-b8bf-c21ddc2e2a4b,Wang Changcun,20161209_live_at_beijing,
163,2005,Bacalov v. Endrigo,Sergio Endrigo,Nelle mie notti,complainer,Sergio Endrigo,Nelle mie notti,0.95,72083ac0-9e4d-4f93-8ac0-145f3e7dc9cd,Sergio Endrigo,Nelle mie notti,
164,2006,Boone v. Jackson,"Carl Boone (""Trajik"")",Holla Back,complainer,Trajik,Holla Back,0.8,04fe0e68-4f40-48d6-8d63-4527d084337b,Trajik,"Front Doe, Back Doe",
165,2006,Tilford v. Jones,Bradley Tilford,Still Tippin',complainer,Mike Jones feat. Slim Thug and Paul Wall,Still Tippin',0.95,7d376fb3-cc8d-40c1-810a-26b009f2752b,"Slim Thug, Mike Jones, Paul Wall",Still Tippin,
166,2007,Armour v. Knowles,Jennifer Armour,Got a Little Bit of Love for You,complainer,Beyoncé,Baby Boy,0.7,8758ccd6-d7dc-4adf-a749-2d6a65e3cd2f,Beyoncé,Baby Boy,
167,2007,Bridgeport Music v. Combs,"Robert Jones, et al.",Singing in the Morning,complainer,Notorious B.I.G.,Ready to Die,0.6,ad93b7ff-25c2-48bd-8535-50c3f1ca3773,The Notorious B.I.G.,Ready to Die,
168,2007,"Lil' Joe Wein Music, Inc. v. Jackson",Luther Campbell,It's Your Birthday,complainer,2 Live Crew,It's Your Birthday,0.85,7e3ece79-fc83-4768-9ed9-6830f6683f0e,2 Live Crew,Shake Your Pants,
169,2007,People v. Hu,Lo,Lianshang Love Song,complainer,Lo Ta-yu,Love Song 1990,0.7,5ff1a47c-d30f-403a-a291-b79022050c26,Yu^ta,Happycore☆Tightcore,
170,2007,Vargas v. Transeau,Ralph Vargas and Bland-Ricky Roberts,Aparthenonia,complainer,BT,Aparthenonia,0.8,fb26e675-7be8-4e74-a9a0-599fca26cac6,BT,"Love, Peace and Grease",
171,2007,Velez v. Sony Discos,Victor Velez,Hasta Hoy,complainer,Marc Anthony,Hasta Ayer,0.7,8be463a5-dfae-4ebb-abfc-3a98fccd3a7e,Marc Anthony,Hasta ayer,
172,2007,Lester v. U2,Chris Lester,Nowhere Fast,complainer,U2,Vertigo,0.8,2ec10c08-268c-4dde-a028-f009dba2390b,U2,Vertigo,
173,2007,"Huang Nenghua, et al. v. China Record Shanghai Co., Ltd.",Xu Ruhui,"Arrangements of Chinese Operas, including: The Mother as Slave",complainer,Traditional,The Mother as Slave,0.6,eb4ccd49-b823-485e-a13c-e34fe61a95d8,[traditional],Wide as the Ocean,
174,2008,Glover v. Austin,Corey Glover,Make Up Your Mind,complainer,Corey Glover,Make Up Your Mind,0.85,1b6f7bde-8cc5-4a73-88ed-b510f3a34f7f,The Good Men,Make Up Your Mind,
175,2008,"Winter v. Moore, et al.","Jurgen Winter, et al., (a.k.a. ""Jud's Gallery"")",Nordrach,complainer,Jud's Gallery,Nordrach,0.85,4b9b3a70-fa11-4b4f-a11f-ceac2f7751e3,Jud's Gallery,Nordrach,
176,2008,Sampath v. Roshan,Ram Sampath,The Thump,complainer,Ram Sampath,The Thump,0.9,0b44e6b0-62bf-4371-b294-11279a5e1c89,Ram Sampath,"Pyar Bina, Part 1",
177,2009,Allen v. Destiny's Child,Rickey Allen,Cater 2 U,complainer,Destiny's Child,Cater 2 U,0.95,2823e330-111e-44d1-b56e-dd4cb4f5ab79,Destiny’s Child,Cater 2 U,
178,2009,Brainard v. Vassar,Dustin Evans,Good Ol' Days to Come,complainer,Dustin Evans,Good Ol' Days to Come,0.9,27941c31-970d-4f34-86d7-49c8ed923341,Dustin Evans,Good Ol' Days to Come,
179,2009,"Steele v. Bongiovi, et al.",Samuel Steele,Man I Really Love This Team,complainer,Bon Jovi,I Love This Town,0.8,ecfeabfb-0bb7-42f2-aeea-ad6d659ce66d,Bon Jovi,I Love This Town,
180,2009,"Bridgeport Music, Inc. v. UMG Recordings, Inc",George Clinton,Atomic Dog,complainer,George Clinton,Atomic Dog,0.95,e2239293-ad83-43ad-9175-c3dafdb048fa,George Clinton,Atomic Dog,
181,2009,Jones v. Blige,Leonard Jones and James E. White,Party Ain't Crunk,complainer,Mary J. Blige,Enough Cryin',0.7,faafbdcb-00e3-4948-8057-e03564372311,Mary J. Blige,Enough Cryin,
182,2009,"Joe Satriani v. Christopher Martin, et al. [Coldplay]",Joe Satriani,If I Could Fly,complainer,Joe Satriani,If I Could Fly,1.0,b54933fb-fde9-44a8-a1ba-bb4a125752c1,Joe Satriani,If I Could Fly,
183,2009,Weh v. Universal Music Publishing,WEH,Heartbeat,complainer,Nneka,Heartbeat,0.7,f07c6535-1fd2-4dab-a3aa-0b720e8fb7a1,Nneka,Heartbeat,
184,2010,"Currin v. Pharrell Williams, et al.",David & Peter Currin,I'm Frontin',complainer,Pharrell Williams feat. Jay-Z,Frontin',0.9,5c07ff14-e410-4b48-a7e3-28c81f37138d,DJ Reset,Frontin’ on Debra (Beck vs. Pharrell Williams feat. Jay‐Z),
185,2010,Larrikin Music Publishing Ltd. v. EMI Songs Australia Ltd.,Marion Sinclair,Kookaburra Sits in the Old Gum Tree,complainer,Men at Work,Down Under,0.95,53c5c9a4-a368-461e-890b-cf473efcdbb2,Men at Work,Down Under,
186,2010,Marshall v. Huffman,Preston Marshall,You are the One,complainer,Shiny Toy Guns,You Are the One,0.7,f2c9a3d7-15aa-459d-828a-a00ea9c5fa66,Shiny Toy Guns,You Are the One,
187,2010,"Prunte v. Universal Music Group Inc., et al.",Robert R. Prunte,"Fire in Da Hole, Plus Others",complainer,Nelly,N Dey Say,0.4,c7f5327c-3482-4140-959e-d2b054855c4d,Nelly,N Dey Say,
188,2010,Martel Ellis v. Wyclef Jean,Martel Ellis,Danger,complainer,Wyclef Jean,Danger,0.8,dac632d9-31e2-41a7-84a4-f6a66a962de1,Jean Schultheis,Danger,
189,2010,"Ebony Latrice Batts v. William Adams, et al. [“Black Eyed Peas”]",Ebony Latrice Batts aka “Phoenix Phenom”,Boom Dynamite,complainer,The Black Eyed Peas,Boom Boom Pow,0.85,30773167-c32e-42d4-9e8c-f4a2f9f408cf,Black Eyed Peas,Boom Boom Pow,
190,2010,"Holmes v. Page, et al.",Jake Holmes,Dazed and Confused,complainer,Led Zeppelin,Dazed and Confused,0.95,40de4a0b-daa8-42d4-a407-7bf5ae8a1111,Led Zeppelin,Dazed and Confused,
191,2011,"Ernest Straughter v. Usher Raymond, et al.",Ernest Straughter,The Reasons Why,complainer,Usher,Burn,0.85,9cb1285b-1ebf-4476-84f9-494523f5fb18,Usher,Burn,
192,2011,Pyatt v. Raymond,Wadena Pyatt,Caught Up,complainer,Usher,Caught Up,0.95,a4215674-9c07-44d0-a7ca-456f72fd791e,Usher,Caught Up,
193,2011,Lessem v. Taylor,"Ryan Lessem, Douglas Johnson",Elevator,complainer,Flo Rida,Elevator,0.9,f10cd91c-24c0-4964-b469-5c186a7cbb34,Flo Rida,Elevator,
194,2011,"Saregama India v. Timothy Mosley, et al.",Anonymous,Baghon Mein Behar Hai,complainer,Timberland,Put You on the Game,0.8,4761ea28-dda4-47db-a2b9-b5044a15775c,The Game,Put You On The Game,
195,2011,"Eight Mile Style [Marshall Mathers, aka Eminem” v. Audi GmbH",Marshall Mathers [aka “Eminem”],Advertisement for Chrysler Corp.,complainer,Eminem,Lose Yourself,0.95,63131a66-78c7-4bfd-9dac-3f846e5274a4,Eminem,Lose Yourself,
196,2011,Obinger v. McDonald's,Stephan Obinger,,complainer,Stephan Obinger,Unknown,0.1,515b107b-6d28-46bb-8ef6-542f84f07b1c,Diode Milliampere,Unknown Unknown,
197,2011,Stokes v. Stephens,Anthony Stokes,Where are You Now?,complainer,Justin Bieber feat. Diplo and Skrillex,Where Are Ü Now,0.7,1ef120a9-8c6a-4dc9-a5cc-5c27b6882d0e,Skrillex & Diplo feat. Justin Bieber,Where Are U Now,
198,2012,"Lyles v. Capital - EMI Music, Inc., et al.",Bruce Lyles,Without You,complainer,David Guetta feat. Usher,Without You,0.6,37edb371-cdb2-4556-be8d-325ebb2f3881,David Guetta feat. Usher,Without You,
199,2012,Peters v. West,Vince Peters,Stronger,complainer,Kanye West,Stronger,0.95,7829c368-6c2a-4829-a31e-30492e910e47,Kanye West,Stronger,
200,2012,People v. Xinru Wang,Meiru Huang,What Is Wrong with Love,complainer,Xinru Wang,What Is Wrong with Love,0.8,42371fd2-7668-4149-b22e-57f751e729b0,Dave Wang,What is Love,
201,2012,Done Deal v. Carter,William Keith,Bedrock,complainer,Young Money,Bedrock,0.95,fe0da050-6c25-4d63-ac9e-be8104c43cbf,Young Money,BedRock,
202,2012,Poindexter v. EMI Record Group,"Robert Poindexter, et al.",Thin Line Between Love and Hate,complainer,The Persuaders,Thin Line Between Love and Hate,0.9,07a49f6c-0588-4258-92ef-00a193a04298,The Persuaders,Thin Line Between Love and Hate,
203,2012,Rui Hua Wang v. Qi Gang Chen,Rui Hua Wang,You and Me,complainer,Lifehouse,You and Me,0.5,7b488873-a353-4071-b211-6e4cab2da75b,Lifehouse,You and Me,
204,2012,Black Keys v. Home Depot and Pizza Hut,Daniel Auerbach and Patrick Carney,Lonely Boy; Gold on the Ceiling,complainer,The Black Keys,Lonely Boy,0.95,b4ef8285-74c4-4409-90b3-87f5948271df,The Black Keys,Lonely Boy,
205,2012,Erickson v. Blake,Lars Erickson,Pi Symphony,complainer,Lars Erickson,Pi Symphony,0.95,71541a0b-4d52-4fab-a1da-895e50143e83,Lars Erickson,"Movement I, Pi and e",
206,2012,"Barobax v. Chakraborty, et al.",Kevian Haghgoo et al.,Soosan Khanoom,complainer,Barobax,Soosan Khanoom,0.9,6e304301-0e31-4b86-a63f-c1fef3575e09,Barobax,Soosan Khanoom,
207,2013,Hobbs v. John,Guy Hobbs,Natasha,complainer,Elton John,Nikita,0.9,ea2be1f9-bc5f-41b2-833a-8d832e6fec32,Elton John,Nikita,
208,2013,Loomis v. Cornish,Will Loomis,Bright Red Chords,complainer,Christina Aguilera,Ain't No Other Man,0.8,a96dad40-4c97-4888-964f-6565ddcb4e0a,Christina Aguilera,Ain’t No Other Man,
209,2013,"Twilight Records v. Raymond, et al.",Usher Raymond,Syl Johnson,complainer,Usher,Climax,0.8,2dd5e5ed-e45f-4415-bbcc-54e14b428f65,Usher,Climax,
210,2013,"Love v. Universal Music Group, Inc.",Bloodstone,I'm Doing My Job,complainer,Bloodstone,I'm Just Doing My Job,0.8,a6d32bc9-6cb6-400c-a995-82093be8acc0,Bloodstone,I'm Just Doing My Job,
211,2014,"Francescatti v. Germanotta [""Lady Gaga""]",Rebecca Francescatti,Juda,complainer,Lady Gaga,Judas,0.95,1f75d8fc-18dc-496a-874e-a206b72ea83e,Lady Gaga,Judas,
212,2014,"Pringle v. Adams [""Black Eyed Peas""]",Brian Pringle,Take a Drive,complainer,The Black Eyed Peas,I Gotta Feeling,0.9,a9a3c3ef-04f6-4769-9ae6-49f621c1b2c3,Black Eyed Peas,I Gotta Feeling,
213,2014,Steward v. Kanye West,David Pryor,Bumpin' Bus Stop,complainer,Kanye West,Gold Digger,0.8,0876f8b3-6a22-4526-bfaf-df35634e4a57,Kanye West,Gold Digger,
214,2014,"TufAmerica, Inc. v. Warner Bros Music Corp., et al",Eddie Bo & The Soul Finders,"Hook & Sling, Pt. I",complainer,Eddie Bo,Hook and Sling - Part I,0.9,b7c005d7-53fc-4ca6-8c38-06b9d558395a,Eddie Bo,Hook and Sling,
215,2014,Mayimba Music v. Sony,Ramon Arias Vasquez,Loca con su Tiguere,complainer,Shakira,Loca,0.95,857b05fd-ea06-4664-9d8f-ab147c0d54c0,Shakira,Loca,
216,2014,Paul Batiste v. Faheem Rasheed Najm,Paul Batiste,I Like Your Way; Blues Man,complainer,Paul Batiste,I Like Your Way,0.6,81ca7259-f043-49e4-9e26-abb378d0f34a,DJ Batiste,I Am Your DJ,
217,2014,Musikverlag Richard Birnbach v. ZDF,"Klaus Wüsthoff, Hans Günter Wagener",Fanfaren-Blues,complainer,Klaus Wüsthoff,Fanfaren-Blues,0.8,fe29cd65-58a4-4665-a200-1f8c3786466c,Klaus Wüsthoff,Opel Rekord (Opel),
218,2015,Lane v. Knowles-Carter,Ahmad Javon Lane,X.O.X.O.,complainer,Beyoncé,XO,0.9,0fd1e2da-815e-41ff-bf63-c45f29d9fcc4,Beyoncé,XO,
219,2015,"New Old Music v. Gottwald, et al.",Lenny Lee Goldsmith,Zimba ku,complainer,Pitbull,Timber,0.8,f020bfce-d729-4987-9702-acbb5a27ee84,Pitbull,Timber,
220,2015,"Devin Copeland v. Justin Bieber, et al.",Devin Copeland,Someone to Love,complainer,Justin Bieber,Somebody to Love,0.9,60b13097-f5e5-4ee8-8933-7dc0f3e6bf92,Justin Bieber,Somebody to Love,
221,2015,"TufAmerica v. Diamond, et al.",Trouble Funk [band],Say What; Drop the Bomb,complainer,Beastie Boys,Say What,0.8,abacd361-3278-44b4-b4f2-d0bb0ef7d3cb,The Sports,Boys! (What Did the Detective Say?),
222,2015,"Miles Floyd v. Rod Stewart, et al.","American folk song, as performed by Bo Carter",Corrine Corrina,complainer,Rod Stewart,"Corrina, Corrina",0.85,6f9e790c-30d3-43ba-bc35-33b101c9eb9a,Rod Stewart,Corrina Corrina,
223,2015,"Daniel Marino v. Usher, et al.",Daniel Marino,,complainer,Usher,Bad Girl,0.8,f72ad91d-1201-4ab7-bd1f-187ee76361ea,Usher,Bad Girl,
224,2015,Tom Petty v. Sam Smith,Tom Petty and Jeff Lynne,I Won't Back Down,complainer,Tom Petty,I Won't Back Down,1.0,eb49c8f2-f0d5-45c6-93d0-8663201e1f23,Tom Petty,I Won’t Back Down,
225,2015,Richard Friedman v. Hans Zimmer,Richard Friedman,To Our Fallen,complainer,Hans Zimmer,To Our Fallen,0.6,8a9037b4-85f9-4125-9568-14f5568365ce,Hans Zimmer,Fallen Rain,
226,2015,Dark Sanctuary v. Bushido,Dark Sanctuary,Les Memoires Blessées,complainer,Bushido,Janine,0.9,3a49cfc6-7b1d-44fb-adbd-8c94733ae0b5,Bushido,Janine,
227,2015,Johnson v. Goldman,Jefferson/Jean-François Johnson,Forever,complainer,Drake,Forever,0.85,2c6a5f2c-164e-455a-aa53-06df7e0ba1d9,Pete Drake,Forever,
228,2015,"Guzman v. Hacienda Records, et al.",Jose Guzman,"Triste Adventura, alternatively known as Cartas de Amor",complainer,Jose Guzman,Triste Aventura,0.8,a8459aed-632e-4ce1-89e8-ce2f73af676d,Enrique Guzmán,Triste,
229,2015,Universal Music Publishing v. Sony BMG Music Entertainment,Enrico Riccardi and Luigi Albertelli,Zingara,complainer,Bobby Solo,Zingara,0.85,280ad9df-1d5b-4689-9b15-3e1968f55865,Bobby Solo,Zingara,
230,2016,Fahmy v. Jay Z et al.,Baligh Hamdi,"Khosara, Khosara",complainer,Jay-Z,Big Pimpin',0.95,b36511e7-6889-44cc-a4dd-6d2a21d5a183,Jay‐Z,Big Pimpin',
231,2016,Bowen v. Paisley,Amy Bowen,Remind Me,complainer,Brad Paisley with Carrie Underwood,Remind Me,0.9,a4ec2e00-de19-4643-9808-c88dc471dcc3,Carrie Underwood with Brad Paisley,Remind Me,
232,2016,"VMG Salsoul v Madonna Ciccone, et al.","Vincent Montana, Richard Pettibone",Chicago Bus Stop,complainer,Salsoul Orchestra,"Chicago Bus Stop (Ooh, I Love It)",0.95,2b8615db-f309-46dd-8750-a48069c864fe,The Salsoul Orchestra,"Chicago Bus Stop (Ooh, I Love It)",
233,2016,"McDonald v. West, et al.",Joel McDonald,Made in America,complainer,"Kanye West, Jay-Z, Frank Ocean",Made in America,0.95,1de4da60-c269-4389-b4c6-5107d9530a55,JAY‐Z & Kanye West feat. Frank Ocean,Made in America,
234,2016,We Shall Overcome Foundation v. Richmond Foundation & Ludlow Music,African-American Spiritual,We Shall Overcome,complainer,Pete Seeger,We Shall Overcome,0.75,b951fd2a-dabf-4f8a-ac09-f72f866160e2,Pete Seeger,We Shall Overcome,
235,2016,"Alisa Apps v. Universal Music, et al.",Alisa Apps,Need to Know,complainer,Alisa Apps,Need to Know,0.8,da3f5dd9-b63b-4e59-aaad-5b8963ea7f8e,APPS,Robocop (A Tribute to Kraftwerk),
236,2016,Arnett v. Alan Jackson & Sony Music,Timothy Arnett,Remember Me,complainer,Alan Jackson,Remember When,0.7,1ef8bae6-3277-469f-88ed-79890506b574,Alan Jackson,Remember When,
237,2016,"BMG v. Atlantic Recording Organization, et al.","Joseph Bereal, et al.",Came to Do,complainer,Chris Brown,Came To Do,0.95,ad7f874c-1079-4109-9d97-0eac70b0e2a7,Chris Brown,Came To Do,
238,2016,"Eric Smith, et al. v. Amanda Jiroux, et al.","Eric  Smith, et al.",No Rain,complainer,Blind Melon,No Rain,0.95,9afe2b6e-339e-4740-a117-bac778e7d178,Blind Melon,No Rain,
239,2016,"Gabor Presser v. Kanye West, et al.",Gabor Presser & Anna Adamis,Gyongyhaju Lany,complainer,Omega,Gyöngyhajú lány,0.95,80f36a9c-5bd3-4466-92f3-35226fd2d03d,Omega,Gyöngyhajú lány,
240,2016,"Mattie Music Group v. Lamar, Warner/Chappell, et al.","Bill Withers, et al.",Don't You Want to Stay,complainer,Jason Aldean and Kelly Clarkson,Don't You Wanna Stay,0.7,2f8418df-b198-42c2-8970-f2e1bb5efffc,Jason Aldean & Kelly Clarkson,Don't You Wanna Stay,
